1_a,1_o,2_a,2_o,3_a,3_o,4_a,4_o,5_a,5_o,6_a,6_o,7_a,7_o,8_a,8_o,9_a,9_o,10_a,10_o,11_a,11_o,12_a,12_o,13_a,13_o,14_a,14_o,15_a,15_o,16_a,16_o,17_a,17_o,18_a,18_o,19_a,19_o,20_a,20_o,21_a,21_o,22_a,22_o,23_a,23_o,24_a,24_o,25_a,25_o,26_a,26_o,27_a,27_o,28_a,28_o,29_a,29_o,30_a,30_o,31_a,31_o,32_a,32_o,33_a,33_o,34_a,34_o,35_a,35_o,36_a,36_o,37_a,37_o,38_a,38_o,39_a,39_o,40_a,40_o,41_a,41_o,42_a,42_o,43_a,43_o,44_a,44_o,45_a,45_o,class,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
0.56673,0.14815,0.5648,0.14815,0.56286,0.14815,0.55899,0.14583,0.55319,0.14583,0.54932,0.14352,0.54545,0.14352,0.54159,0.1412,0.53385,0.1412,0.52805,0.13657,0.51838,0.13657,0.5087,0.13426,0.49903,0.13426,0.48356,0.13426,0.47195,0.13426,0.45648,0.13657,0.43907,0.1412,0.42166,0.14815,0.40232,0.15278,0.38298,0.15741,0.3617,0.16435,0.34043,0.16898,0.31721,0.18056,0.29787,0.1875,0.2766,0.20139,0.25532,0.21296,0.23598,0.22454,0.21857,0.23611,0.20116,0.25,0.18762,0.26157,0.17988,0.2662,0.16828,0.28009,0.16828,0.27315,0.17215,0.28472,0.14894,0.29398,0.147,0.30787,0.14313,0.32639,0.14313,0.34028,0.14313,0.36111,0.15667,0.36806,0.16248,0.38889,0.16634,0.41204,0.17602,0.43519,0.18182,0.46296,0.19342,0.49074,4,0.2,1.0,0.6666666666666667,0.4166666666666667,0.5833333333333334,0.40833630107209684,0.22682586018014855,0.0,0.9375,0.0,0.3885071172479998,0.7083333333333333,0.42838724504152537,0.002976190476190476,0.9166666666666666,0.4619047619047619,0.03663572750829799,0.08286862475324219,0.12731651118591852,0.5135664225810537,4
0.50677,0.25463,0.50484,0.25231,0.50484,0.25463,0.5029,0.25,0.4971,0.24537,0.48356,0.24074,0.46228,0.23148,0.43327,0.22222,0.40039,0.22454,0.36364,0.23611,0.32495,0.25,0.2824,0.26852,0.24178,0.2963,0.21277,0.3287,0.19923,0.35417,0.19923,0.37731,0.19729,0.39815,0.2089,0.41204,0.22244,0.43287,0.23211,0.45833,0.24952,0.49306,0.2882,0.52083,0.32495,0.55787,0.37137,0.59491,0.41973,0.625,0.46228,0.65046,0.50484,0.66667,0.53578,0.67361,0.5706,0.67824,0.60348,0.6875,0.63443,0.6875,0.65377,0.68981,0.66344,0.69213,0.66344,0.69444,0.65764,0.69444,0.64797,0.69907,0.64023,0.70139,0.63636,0.70139,0.63443,0.70139,0.6325,0.7037,0.62863,0.70139,0.62863,0.7037,0.62863,0.70139,0.6325,0.70139,0.6325,0.70139,4,0.5,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.9731387149511972,0.7493596630793812,0.0,0.9375,0.0,0.46357612639869683,0.875,0.6909681447747502,0.008928571428571428,1.0,0.661904761904762,0.04816744679523062,0.08673073889658195,0.12256519873988227,0.7330359824463244,6
0.52998,0.28704,0.52998,0.28935,0.52805,0.28472,0.52611,0.28009,0.52418,0.27778,0.52031,0.27546,0.51257,0.26852,0.5029,0.2662,0.49516,0.26389,0.48356,0.26389,0.47002,0.26389,0.45455,0.26389,0.44101,0.2662,0.42553,0.26852,0.40812,0.27546,0.39072,0.28009,0.37137,0.28704,0.35203,0.2963,0.33269,0.30556,0.31335,0.31944,0.294,0.33565,0.2766,0.34722,0.26306,0.36111,0.24952,0.37037,0.23985,0.37963,0.23791,0.37731,0.23598,0.38426,0.23791,0.38426,0.23598,0.39815,0.23211,0.40509,0.23791,0.40972,0.23791,0.4213,0.23985,0.42361,0.24758,0.44213,0.24952,0.46065,0.26499,0.47454,0.27466,0.48843,0.28433,0.50463,0.29787,0.52083,0.30754,0.53935,0.32302,0.55093,0.34043,0.56481,0.35397,0.5787,0.37137,0.59259,0.38685,0.60417,4,0.1,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.40833630107209684,0.22682586018014855,0.0,0.9375,0.0,0.40318992286233,0.7916666666666666,0.45118272455092634,0.0,0.75,0.6476190476190476,0.05441197252290676,0.09312091918251654,0.11798973331581523,0.41026046226833546,4
0.56673,0.21065,0.56093,0.20833,0.55126,0.20602,0.53965,0.19907,0.52611,0.19213,0.51064,0.18981,0.4913,0.1875,0.46615,0.1875,0.43907,0.19213,0.40812,0.19907,0.37718,0.21759,0.34623,0.22685,0.31721,0.24537,0.294,0.2662,0.2766,0.28472,0.26499,0.30556,0.25919,0.32639,0.25145,0.34491,0.24371,0.36574,0.23598,0.38426,0.23017,0.40278,0.24371,0.37963,0.23791,0.40278,0.23598,0.4213,0.24178,0.44444,0.25338,0.47454,0.27079,0.50926,0.29594,0.53935,0.31915,0.57407,0.34816,0.6088,0.37718,0.63889,0.40039,0.66667,0.42166,0.69444,0.45068,0.71991,0.47969,0.7338,0.51257,0.74074,0.54932,0.73843,0.58994,0.73611,0.6325,0.73611,0.66538,0.74074,0.69246,0.74537,0.70213,0.75,0.70986,0.75,0.7118,0.75,0.70986,0.75,4,0.2,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4083363010788057,0.22682586018375717,0.0,0.9375,0.0,0.37419796849869524,0.875,0.8261211292743703,0.0,0.7916666666666666,0.5873015873015873,0.04243884065788782,0.08769402851113249,0.12366327211102456,0.4351838454376632,4
0.61896,0.21759,0.61896,0.21759,0.61509,0.21528,0.61509,0.21296,0.60928,0.21296,0.60155,0.21065,0.58801,0.20833,0.5706,0.2037,0.54739,0.19907,0.52418,0.19907,0.49323,0.19676,0.46035,0.19444,0.4294,0.19444,0.39265,0.20833,0.3559,0.22454,0.32108,0.25,0.2882,0.27778,0.26692,0.30787,0.25532,0.33333,0.25338,0.3588,0.25919,0.38426,0.26886,0.40972,0.2766,0.43287,0.28433,0.4537,0.294,0.44907,0.30561,0.47454,0.31915,0.50463,0.33462,0.54167,0.35203,0.57407,0.37524,0.60648,0.40619,0.62731,0.4352,0.65278,0.46228,0.67593,0.48743,0.69444,0.50677,0.70602,0.54932,0.72222,0.59188,0.73611,0.63056,0.74769,0.66538,0.75694,0.69826,0.76389,0.71954,0.77315,0.73308,0.77778,0.74275,0.77778,0.74468,0.77778,0.73888,0.77778,4,0.3,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.40833630107478813,0.22682586018159617,0.0,0.9375,0.0,0.402518048958759,0.8333333333333334,0.7538552725214694,0.0,0.875,0.6222222222222221,0.04486028847670355,0.08928077301302775,0.12820714414195325,0.43110879080781705,4
0.50677,0.25231,0.50484,0.24769,0.5029,0.24306,0.49903,0.24074,0.4913,0.23611,0.48162,0.23148,0.46809,0.22454,0.44874,0.21991,0.42747,0.21759,0.40426,0.22454,0.37331,0.22685,0.34236,0.23611,0.30948,0.25231,0.27466,0.2662,0.24178,0.28241,0.21277,0.30787,0.20696,0.31944,0.19923,0.33102,0.20116,0.34259,0.19536,0.35185,0.19536,0.37037,0.20116,0.38657,0.20696,0.40046,0.21277,0.42593,0.22244,0.45833,0.24178,0.49537,0.26692,0.53472,0.294,0.57407,0.32302,0.61343,0.34816,0.65278,0.36944,0.68287,0.38878,0.71065,0.42166,0.72685,0.46615,0.74074,0.51838,0.74537,0.56867,0.75,0.60928,0.75463,0.64217,0.75694,0.66151,0.75694,0.67311,0.75926,0.67505,0.75926,0.67505,0.75926,0.67698,0.75926,0.67311,0.75926,0.67311,0.75694,4,0.2,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.40833630201453164,0.22682586068706556,0.0,0.9375,0.4,0.4129620197654307,0.9166666666666666,0.856704406010303,0.005952380952380952,0.7916666666666666,0.5682539682539683,0.04715918573716307,0.08581949060977588,0.1199475854209103,0.5214030020684345,4
0.3675,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43056,0.36364,0.42824,0.3617,0.42593,0.35977,0.42361,0.3559,0.4213,0.35203,0.41898,0.34623,0.41898,0.33849,0.41435,0.33075,0.40972,0.32108,0.40741,0.31335,0.40509,0.30174,0.40509,0.29207,0.40509,0.2824,0.40278,0.27079,0.40046,0.25919,0.40278,0.24758,0.40509,0.23404,0.40741,0.2205,0.41204,0.20696,0.41667,0.19149,0.4213,0.17795,0.42593,0.16441,0.43287,0.1528,0.43519,0.14313,0.43981,0.13346,0.44444,0.12379,0.44907,0.11219,0.46065,0.10638,0.46065,0.10058,0.46528,0.096712,0.46991,0.087041,0.4838,0.083172,0.49769,0.077369,0.49769,0.073501,0.51389,0.069632,0.53009,0.059961,0.54167,0.077369,0.56019,0.065764,0.58102,0.071567,0.59954,0.05029,0.61806,4,0.5,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4083363108823794,0.22682586548003686,0.0,0.9375,0.0,0.0,0.7916666666666666,0.5965351365842997,0.0,0.9166666666666666,0.546031746031746,0.07023825726777991,0.09057527491540937,0.11845428815542701,0.39739991762156435,4
0.44874,0.46065,0.44874,0.45833,0.44874,0.45602,0.44874,0.45833,0.44874,0.4537,0.44874,0.4537,0.44874,0.45139,0.44681,0.44676,0.44101,0.43981,0.43327,0.43287,0.42166,0.42361,0.40812,0.41435,0.38878,0.40741,0.36364,0.40278,0.33849,0.40278,0.30754,0.40741,0.28046,0.40972,0.25725,0.39815,0.22824,0.39815,0.20116,0.40278,0.17408,0.4213,0.147,0.43981,0.12573,0.45602,0.10445,0.46991,0.071567,0.48611,0.052224,0.51852,0.046422,0.55093,0.040619,0.58796,0.048356,0.62269,0.067698,0.65278,0.088975,0.67361,0.11605,0.68519,0.1412,0.7037,0.16634,0.71991,0.19536,0.72917,0.2205,0.74537,0.24952,0.75926,0.2766,0.76157,0.31335,0.76389,0.34623,0.76157,0.37911,0.75926,0.40812,0.75694,0.43327,0.75231,0.45648,0.75,0.47776,0.74537,4,0.6,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4114635596080004,0.2285078071997696,0.0,0.9375,0.3333333333333333,0.0,0.8333333333333334,0.7163563339594996,0.0,0.7916666666666666,0.6047619047619047,0.06277109815033945,0.0896591924325638,0.11888928715715802,0.40458607492217025,4
0.52611,0.40972,0.52611,0.40972,0.52611,0.40741,0.52418,0.40972,0.52418,0.40972,0.52224,0.40972,0.52031,0.40741,0.51644,0.40741,0.50677,0.40278,0.49516,0.39815,0.48162,0.3912,0.46422,0.38657,0.44487,0.38194,0.42166,0.37731,0.39652,0.375,0.3675,0.38426,0.33849,0.3912,0.31335,0.40278,0.28627,0.41898,0.26112,0.4375,0.24178,0.4537,0.22631,0.45833,0.21277,0.47222,0.20116,0.49074,0.19536,0.51157,0.19342,0.53009,0.19536,0.5625,0.20116,0.58796,0.21277,0.6088,0.22437,0.63426,0.24565,0.65741,0.26692,0.67824,0.29594,0.69676,0.32495,0.71528,0.35977,0.72917,0.39265,0.73611,0.41973,0.74306,0.44874,0.74306,0.47389,0.73843,0.5029,0.73148,0.52418,0.72222,0.54352,0.71759,0.55126,0.71065,0.55513,0.70833,0.55513,0.70602,4,0.5,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4083524003961124,0.22683451968260432,0.0,0.9375,0.5,0.0,0.8333333333333334,0.6762412044385138,0.0,0.875,0.6825396825396826,0.0777585879860998,0.09763456187824189,0.12429061427851461,0.4321505948982445,4
0.3675,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43287,0.36557,0.43056,0.36364,0.42824,0.3617,0.42593,0.35977,0.42361,0.3559,0.4213,0.35203,0.41898,0.34623,0.41898,0.33849,0.41435,0.33075,0.40972,0.32108,0.40741,0.31335,0.40509,0.30174,0.40509,0.29207,0.40509,0.2824,0.40278,0.27079,0.40046,0.25919,0.40278,0.24758,0.40509,0.23404,0.40741,0.2205,0.41204,0.20696,0.41667,0.19149,0.4213,0.17795,0.42593,0.16441,0.43287,0.1528,0.43519,0.14313,0.43981,0.13346,0.44444,0.12379,0.44907,0.11219,0.46065,0.10638,0.46065,0.10058,0.46528,0.096712,0.46991,0.087041,0.4838,0.083172,0.49769,0.077369,0.49769,0.073501,0.51389,0.069632,0.53009,0.059961,0.54167,0.077369,0.56019,0.065764,0.58102,0.071567,0.59954,0.05029,0.61806,4,0.5,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4083363108823794,0.22682586548003686,0.0,0.9375,0.0,0.0,0.7916666666666666,0.5965351365842997,0.0,0.9166666666666666,0.546031746031746,0.07023825726777991,0.09057527491540937,0.11845428815542701,0.4140771833149951,4
0.44874,0.46065,0.44874,0.45833,0.44874,0.45602,0.44874,0.45833,0.44874,0.4537,0.44874,0.4537,0.44874,0.45139,0.44681,0.44676,0.44101,0.43981,0.43327,0.43287,0.42166,0.42361,0.40812,0.41435,0.38878,0.40741,0.36364,0.40278,0.33849,0.40278,0.30754,0.40741,0.28046,0.40972,0.25725,0.39815,0.22824,0.39815,0.20116,0.40278,0.17408,0.4213,0.147,0.43981,0.12573,0.45602,0.10445,0.46991,0.071567,0.48611,0.052224,0.51852,0.046422,0.55093,0.040619,0.58796,0.048356,0.62269,0.067698,0.65278,0.088975,0.67361,0.11605,0.68519,0.1412,0.7037,0.16634,0.71991,0.19536,0.72917,0.2205,0.74537,0.24952,0.75926,0.2766,0.76157,0.31335,0.76389,0.34623,0.76157,0.37911,0.75926,0.40812,0.75694,0.43327,0.75231,0.45648,0.75,0.47776,0.74537,4,0.6,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4114635596080004,0.2285078071997696,0.0,0.9375,0.0,0.0,0.8333333333333334,0.7163563339594996,0.005952380952380952,0.7916666666666666,0.6047619047619047,0.06277109815033945,0.0896591924325638,0.11888928715715802,0.4038814975452226,4
0.52611,0.40972,0.52611,0.40972,0.52611,0.40741,0.52418,0.40972,0.52418,0.40972,0.52224,0.40972,0.52031,0.40741,0.51644,0.40741,0.50677,0.40278,0.49516,0.39815,0.48162,0.3912,0.46422,0.38657,0.44487,0.38194,0.42166,0.37731,0.39652,0.375,0.3675,0.38426,0.33849,0.3912,0.31335,0.40278,0.28627,0.41898,0.26112,0.4375,0.24178,0.4537,0.22631,0.45833,0.21277,0.47222,0.20116,0.49074,0.19536,0.51157,0.19342,0.53009,0.19536,0.5625,0.20116,0.58796,0.21277,0.6088,0.22437,0.63426,0.24565,0.65741,0.26692,0.67824,0.29594,0.69676,0.32495,0.71528,0.35977,0.72917,0.39265,0.73611,0.41973,0.74306,0.44874,0.74306,0.47389,0.73843,0.5029,0.73148,0.52418,0.72222,0.54352,0.71759,0.55126,0.71065,0.55513,0.70833,0.55513,0.70602,4,0.5,0.045454545454545414,0.0,0.4166666666666667,0.4166666666666667,0.4083524003961124,0.22683451968260432,0.0,0.9375,0.0,0.0,0.8333333333333334,0.6762412044385138,0.005952380952380952,0.875,0.6825396825396826,0.0777585879860998,0.09763456187824189,0.12429061427851461,0.41982978635855295,4
0.49903,0.21065,0.49903,0.21065,0.49903,0.21065,0.49903,0.21065,0.49903,0.21065,0.49903,0.20833,0.5029,0.20602,0.50484,0.2037,0.51257,0.19907,0.52418,0.19213,0.53965,0.18981,0.55899,0.18287,0.58221,0.17593,0.60735,0.17361,0.63636,0.17824,0.66538,0.18519,0.69632,0.19907,0.72727,0.21528,0.75822,0.23611,0.78917,0.26157,0.81625,0.29398,0.83946,0.3287,0.8588,0.36806,0.87427,0.41204,0.88588,0.45139,0.89362,0.49074,0.89555,0.53241,0.88975,0.56713,0.88008,0.59028,0.86847,0.59491,0.85493,0.6088,0.84913,0.62731,0.83946,0.6412,0.82012,0.65741,0.80077,0.66435,0.77176,0.67361,0.75822,0.67593,0.73308,0.67593,0.7176,0.67361,0.70406,0.6713,0.69246,0.66898,0.66925,0.6713,0.6441,0.67593,0.62282,0.67361,0.60348,0.66667,5,0.0,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.2262925332426493,0.375,0.46207781583698626,0.0,0.5833333333333333,0.5674603174603174,0.0431417320794273,0.08664720873144069,0.12731858140125044,0.34913666392701737,5
0.60928,0.20602,0.60928,0.2037,0.61122,0.20139,0.61509,0.19907,0.61896,0.19676,0.62669,0.19213,0.63636,0.18981,0.65571,0.18519,0.67892,0.18519,0.70406,0.18981,0.73114,0.19676,0.75822,0.21065,0.78723,0.22454,0.81431,0.24537,0.83946,0.27083,0.86267,0.30324,0.87814,0.33565,0.88781,0.375,0.88781,0.40741,0.88588,0.43981,0.88008,0.47222,0.86847,0.49074,0.853,0.50231,0.83172,0.52083,0.81044,0.5463,0.78917,0.57176,0.76402,0.59491,0.74081,0.61343,0.71954,0.62731,0.69826,0.63657,0.67311,0.64815,0.65957,0.65046,0.63056,0.65741,0.60542,0.65741,0.58027,0.65741,0.55706,0.65509,0.53385,0.64815,0.51257,0.63889,0.4971,0.62963,0.48936,0.62037,0.48549,0.61806,0.48743,0.61806,0.48743,0.62037,0.48743,0.62037,0.48743,0.62269,5,0.2,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.39974310884935704,0.6666666666666667,0.5909115442135235,0.0,0.7083333333333333,0.6238095238095237,0.04115199961554536,0.08827628871514957,0.12192769577583672,0.5948559668087738,5
0.35977,0.16667,0.35977,0.16667,0.35977,0.16667,0.35977,0.16667,0.35977,0.16667,0.35783,0.16667,0.35783,0.16898,0.35783,0.16898,0.3559,0.16898,0.35783,0.16667,0.35783,0.16667,0.3559,0.16898,0.35783,0.16667,0.35783,0.16667,0.35783,0.16667,0.35977,0.16435,0.3617,0.16204,0.3617,0.16435,0.36557,0.16204,0.3675,0.15972,0.37331,0.15741,0.38104,0.15046,0.38878,0.14815,0.39845,0.14352,0.41006,0.13889,0.42166,0.13657,0.43714,0.13426,0.45261,0.13194,0.46809,0.13194,0.48549,0.13194,0.50484,0.13194,0.52224,0.13426,0.54159,0.13889,0.55899,0.14583,0.5764,0.15278,0.59188,0.15972,0.60542,0.16898,0.62282,0.18287,0.6383,0.19213,0.65377,0.21065,0.66538,0.22685,0.67892,0.24537,0.69052,0.26389,0.70213,0.28704,0.7118,0.30787,5,0.5,1.0,0.6666666666666667,0.4166666666666667,0.5833333333333334,0.3579110707631459,0.1987665077784107,0.0,0.9375,0.0,0.49962854012773106,0.9166666666666666,0.4751093560509262,0.002976190476190476,1.0,0.5023809523809524,0.03885941257744301,0.07702984653074382,0.11956703883489439,0.958851605760563,4
0.53385,0.40741,0.53385,0.40972,0.53578,0.40741,0.53385,0.40972,0.53385,0.40741,0.53191,0.41435,0.53191,0.41204,0.53385,0.41204,0.53385,0.40972,0.53385,0.40972,0.53385,0.40972,0.53578,0.40741,0.53772,0.40509,0.54352,0.39583,0.54739,0.39352,0.55513,0.38657,0.56286,0.38194,0.57253,0.37269,0.58221,0.36806,0.59574,0.3588,0.60928,0.34954,0.61896,0.34491,0.63443,0.33796,0.64797,0.33565,0.66538,0.33333,0.68085,0.33333,0.69826,0.33333,0.7176,0.33102,0.73694,0.33102,0.75629,0.3287,0.77563,0.33102,0.79497,0.33333,0.81431,0.33565,0.83559,0.34259,0.85687,0.34722,0.87427,0.3588,0.89555,0.36806,0.91296,0.37963,0.92843,0.38657,0.94391,0.39815,0.96132,0.38194,0.97099,0.38426,0.97872,0.40278,0.98839,0.41204,1.0,0.4213,5,0.5,0.18181818181818177,0.0,0.5,0.5,0.3579110698581395,0.19876650731062873,0.0,0.9375,0.5,0.4932110185175267,0.875,0.6346118541893291,0.0,0.7916666666666666,0.6365079365079366,0.06828655710884843,0.09653476327782884,0.12906557802956356,0.8586880998596333,9
0.5648,0.38194,0.5648,0.37963,0.56673,0.37731,0.56673,0.37963,0.56673,0.37731,0.56673,0.37731,0.56673,0.37963,0.56673,0.37963,0.5648,0.37731,0.5648,0.37731,0.5648,0.37963,0.5648,0.38426,0.56286,0.38194,0.55899,0.39352,0.55706,0.39583,0.55899,0.38194,0.5648,0.36574,0.57834,0.34259,0.59768,0.31019,0.62476,0.28704,0.65184,0.26852,0.68472,0.25463,0.7176,0.25926,0.75242,0.27778,0.7853,0.30556,0.81431,0.34954,0.83752,0.39815,0.853,0.45139,0.86267,0.49306,0.86654,0.5162,0.88201,0.54861,0.90522,0.58565,0.91876,0.62731,0.90716,0.67824,0.88781,0.72454,0.86074,0.77315,0.82592,0.80787,0.7853,0.82407,0.73694,0.82407,0.68859,0.81019,0.64603,0.77778,0.61122,0.73611,0.58607,0.68981,0.5764,0.63426,0.58027,0.6088,5,0.1,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.47684005813208075,0.875,0.6365938343365543,0.0,0.75,0.6087301587301587,0.06536335852567905,0.09221963935392091,0.12774015040257145,0.4478840282903943,5
0.55126,0.23148,0.54932,0.2338,0.54932,0.23148,0.55126,0.23148,0.55126,0.23148,0.55126,0.23148,0.55319,0.22917,0.55513,0.22917,0.55513,0.22917,0.55513,0.22685,0.56093,0.22454,0.56673,0.21991,0.57253,0.21759,0.58027,0.21759,0.59574,0.21528,0.61896,0.21528,0.6499,0.21991,0.68472,0.22685,0.72147,0.24306,0.75822,0.26389,0.7911,0.29167,0.82012,0.32639,0.84139,0.36343,0.85687,0.40509,0.8646,0.4537,0.87041,0.50231,0.87234,0.54861,0.87041,0.60185,0.86847,0.55787,0.8646,0.57639,0.8588,0.60648,0.84333,0.63426,0.81044,0.65741,0.76789,0.68056,0.72921,0.69907,0.69052,0.71296,0.64603,0.72222,0.60348,0.72685,0.56286,0.72222,0.52998,0.71296,0.5029,0.70139,0.48162,0.68519,0.46615,0.6713,0.45261,0.66667,0.44681,0.65972,5,0.0,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.24466482946255674,0.5416666666666667,0.5405714586295165,0.0,0.5,0.5944444444444444,0.04636148357239019,0.08828264804533219,0.12584358604125662,0.37891941640251214,5
0.40039,0.19676,0.40039,0.19676,0.39845,0.19676,0.39845,0.19676,0.40039,0.19907,0.40039,0.19676,0.40039,0.19676,0.40039,0.19676,0.40039,0.19444,0.40426,0.19444,0.41973,0.18287,0.45455,0.16898,0.50097,0.15509,0.55126,0.15046,0.60155,0.15741,0.65377,0.18056,0.69632,0.21065,0.73501,0.25463,0.76209,0.30324,0.78337,0.34954,0.80077,0.39583,0.80851,0.4375,0.81238,0.47222,0.80464,0.50694,0.7911,0.53472,0.77369,0.55787,0.75242,0.58565,0.72921,0.6088,0.706,0.62731,0.68472,0.63889,0.66151,0.65278,0.63636,0.66667,0.61122,0.67593,0.58607,0.68519,0.56286,0.69213,0.54739,0.68981,0.52998,0.68981,0.51064,0.69444,0.48936,0.69676,0.47195,0.69213,0.45261,0.68981,0.43327,0.68519,0.41393,0.68056,0.39652,0.67361,0.38104,0.66667,5,0.0,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.17128591261154658,0.375,0.42003358638358446,0.0,0.625,0.6333333333333334,0.041981125737952034,0.08853181674798598,0.1272679574847833,0.43333461180226385,5
0.38685,0.28009,0.38878,0.28009,0.38878,0.28009,0.38878,0.28009,0.38685,0.28009,0.39265,0.27546,0.40232,0.26157,0.41586,0.25,0.43714,0.24537,0.45841,0.25,0.48356,0.25231,0.51064,0.26389,0.54352,0.27315,0.57834,0.28935,0.61122,0.30556,0.63636,0.32176,0.66151,0.34259,0.68279,0.36806,0.70213,0.39815,0.71954,0.43287,0.73501,0.47454,0.74081,0.52083,0.73694,0.56481,0.72534,0.60648,0.70793,0.63889,0.68665,0.65972,0.66731,0.67824,0.64603,0.68981,0.62282,0.69676,0.60348,0.70833,0.58607,0.71065,0.56867,0.70833,0.54932,0.71065,0.52998,0.71759,0.51257,0.71528,0.48936,0.72222,0.47002,0.72454,0.44681,0.72685,0.42747,0.72222,0.41006,0.71759,0.39265,0.71065,0.37718,0.70602,0.35977,0.7037,0.3501,0.70139,0.35203,0.70139,5,0.0,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.2709129898872289,0.41666666666666663,0.5662286030651738,0.0,0.5833333333333333,0.6777777777777778,0.051334739117045704,0.09108933345848666,0.12822625877720537,0.4062270038616729,5
0.41006,0.27778,0.41006,0.27546,0.41006,0.27546,0.41006,0.27546,0.41006,0.27546,0.41199,0.27546,0.41586,0.27083,0.42166,0.26852,0.43327,0.26389,0.44874,0.25463,0.46422,0.24769,0.48356,0.24537,0.5029,0.24306,0.52611,0.24306,0.55513,0.24537,0.58607,0.25463,0.61702,0.2662,0.6441,0.28241,0.66925,0.30787,0.68859,0.34028,0.70793,0.37269,0.72534,0.40741,0.73694,0.44676,0.74468,0.48843,0.74662,0.52778,0.74468,0.5625,0.73694,0.59028,0.72534,0.6088,0.70986,0.62963,0.69439,0.6412,0.68085,0.65972,0.66538,0.6713,0.6499,0.68519,0.63056,0.69907,0.60735,0.70602,0.58607,0.71528,0.56673,0.71991,0.54932,0.72454,0.52998,0.72454,0.51257,0.72454,0.49323,0.71991,0.47582,0.71991,0.46035,0.71528,0.44487,0.71296,0.42747,0.71065,5,0.0,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.12864260153029627,0.375,0.5027610452401321,0.0,0.625,0.6825396825396826,0.05365724708748981,0.0930440531634328,0.12603744084778398,0.3504026854067246,5
0.39845,0.21759,0.39845,0.22222,0.39652,0.21759,0.39652,0.21759,0.39652,0.22454,0.39652,0.22454,0.39652,0.22454,0.39458,0.21991,0.39652,0.21759,0.39458,0.21991,0.40426,0.21759,0.41199,0.20602,0.43133,0.19907,0.45841,0.19213,0.48936,0.1875,0.52224,0.19213,0.55319,0.2037,0.58027,0.21528,0.60348,0.23148,0.62476,0.25,0.64797,0.26852,0.67118,0.28935,0.69246,0.31481,0.7118,0.33796,0.72534,0.35417,0.73501,0.37731,0.74081,0.40046,0.74275,0.42824,0.74081,0.46296,0.73888,0.49306,0.73114,0.52083,0.71954,0.54398,0.70406,0.56713,0.68472,0.58565,0.66731,0.61111,0.64603,0.63194,0.62282,0.64583,0.59961,0.65972,0.57447,0.6713,0.54932,0.68056,0.52418,0.68519,0.50097,0.68519,0.48162,0.6875,0.46422,0.68519,0.45068,0.68519,5,0.0,0.18181818181818177,0.0,0.5,0.5,0.3579110687992805,0.19876650674375657,0.0,0.9375,0.0,0.2897914829624433,0.41666666666666663,0.39070576306909566,0.0,0.5,0.6571428571428571,0.04567763837184389,0.0901815731508437,0.12459253370874282,0.36601216813005355,5
