index,true_label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,label,description_lengths,description_lengths_unnormalized
358053,0,3369,89,14,319,84,1900,240,217,104,1736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[0.0869737  0.09455672 0.23376768 0.17983256 0.195986   0.20888334],"[ 53.42638519  58.08449884 143.59929417 110.46791599 120.39068522
 128.31328965]"
358878,5,3385,301,7,295,31,1618,201,237,176,785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,[0.09014865 0.08820625 0.15486615 0.22489705 0.21976149 0.22212041],"[ 60.37935533  59.07837836 103.72554588 150.6305217  147.19085125
 148.77079647]"
362881,1,2784,80,23,270,135,1177,243,191,65,781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.12398272 0.05490453 0.12064755 0.21391851 0.24802886 0.23851783],"[ 80.10540567  35.47388976  77.95054371 138.21304059 160.25177988
 154.10668874]"
363229,1,2709,66,19,108,17,2520,235,199,88,582,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.13641998 0.05385183 0.0849827  0.24106129 0.26472472 0.21895948],"[ 64.54207771  25.47800442  40.20642807 114.04924694 125.24472384
 103.59259064]"
364201,5,3255,55,16,420,90,3302,228,205,106,2045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,[0.10592349 0.10124648 0.21087765 0.19709003 0.22137467 0.16348768],"[ 60.45677342  57.78732506 120.36028741 112.49087997 126.35155833
  93.31204401]"
379622,1,3140,51,6,1282,200,3001,223,227,139,1528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06221442 0.0552371  0.20596127 0.22792403 0.20693048 0.2417327 ],"[ 43.0050989   38.18209803 142.36868376 157.55022636 143.03864232
 167.09533387]"
380951,1,3109,99,13,1289,203,3061,241,221,108,1383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06766185 0.04864963 0.21093746 0.20262677 0.23115672 0.23896757],"[ 44.12559383  31.72680096 137.56261543 132.14280586 150.74858415
 155.8424147 ]"
381281,1,2725,77,28,0,0,2110,242,178,48,785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10313186 0.06063895 0.09800956 0.20312501 0.23444681 0.3006478 ],"[ 69.4793395   40.85211386  66.02847754 136.84414764 157.94546448
 202.54468791]"
382256,1,3147,189,20,1065,164,3183,217,250,159,2078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[0.04624713 0.04912148 0.2027638  0.18663551 0.19211086 0.32312122],"[ 30.56563845  32.46535381 134.01058257 123.35108194 126.96985084
 213.55716991]"
396447,0,3227,156,9,234,27,3142,231,241,142,285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.04730204 0.05111335 0.17590472 0.23411839 0.31496289 0.17659861],"[ 26.3964073   28.52326941  98.161781   130.64730821 175.76173262
  98.54899638]"
401675,1,2950,153,14,90,8,1560,236,240,132,990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,[0.04283329 0.03720375 0.17598818 0.16962634 0.1855551  0.38879333],"[ 28.97524336  25.16705881 119.0499425  114.7463775  125.52163457
 263.00529957]"
408689,0,3273,181,15,323,67,1641,224,248,153,1790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.04962003 0.04438655 0.22121786 0.20195619 0.21290834 0.26991103],"[ 29.61435191  26.49089036 132.02779494 120.53199694 127.06848687
 161.08897139]"
409706,1,2827,198,24,390,161,2154,205,252,169,2066,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.11027155 0.0415534  0.14346462 0.1992776  0.18778669 0.31764614],"[ 64.86588654  24.44327937  84.39130557 117.22260132 110.46321518
 186.85144457]"
411819,2,2654,112,27,60,21,2355,254,200,56,2479,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10345619 0.0513249  0.14802007 0.19869994 0.23245024 0.26604866],"[ 71.86335817  35.65160964 102.81858367 138.02213817 161.46597473
 184.80430638]"
416574,1,2745,130,16,256,68,1805,244,229,109,2268,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.12833218 0.05320059 0.1501726  0.22131946 0.24968131 0.19729386],"[ 61.63201847  25.54978355  72.12096145 106.28951201 119.91039803
  94.7511232 ]"
416858,0,3375,315,3,418,36,1320,212,237,163,2330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06851853 0.06071146 0.21951441 0.2537858  0.26224613 0.13522366],"[ 34.70198504  30.7480056  111.17555024 128.53268351 132.8175153
  68.48554848]"
424071,1,3061,43,16,810,-13,1468,221,203,112,2737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.05558714 0.05514017 0.23019002 0.19291549 0.22875011 0.23741708],"[ 33.46459725  33.19551061 138.57910572 116.13907289 137.712249
 142.92994077]"
424830,1,2936,26,27,190,30,2629,196,171,98,1248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.06411109 0.05133679 0.2016344  0.19925816 0.2237165  0.25994305],"[ 38.98029361  31.21336882 122.59607167 121.15129087 136.02224447
 158.04841334]"
427852,1,2756,315,3,402,62,1434,212,237,163,1908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.09779821 0.0853277  0.17129566 0.17535472 0.17881772 0.29140598],"[ 63.69824681  55.57591538 111.56884612 114.21260512 116.46814043
 189.79948954]"
434340,0,3036,16,17,95,6,2896,203,203,133,1006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.04883039 0.05341769 0.19376655 0.25179645 0.25430159 0.19788733],"[ 23.67878993  25.90325559  93.96109598 122.10090188 123.31569347
  95.95934444]"
442075,0,3097,106,15,721,228,2042,245,220,99,2871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.05251871 0.04911144 0.24928331 0.17385653 0.2116611  0.26356891],"[ 35.20283952  32.91897281 167.09244419 116.53452563 141.87460366
 176.66795653]"
445057,0,3046,14,19,480,187,1315,199,198,131,3528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05613922 0.04571513 0.27876083 0.20315388 0.21724644 0.19898451],"[ 36.4178254   29.65565847 180.83371294 131.78705759 140.92898336
 129.08236634]"
454000,1,3275,324,16,594,206,3164,178,221,182,3378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[0.05644044 0.05672293 0.24886029 0.2262481  0.21799695 0.19373129],"[ 35.50166923  35.67936085 156.53592404 142.31259703 137.12253415
 121.85916032]"
464628,5,3393,357,17,424,61,3812,192,208,152,3398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0.05476661 0.09641697 0.24040317 0.22702579 0.22635438 0.15503308],"[ 35.09344789  61.78224314 154.04599269 145.47401011 145.04378299
  99.34238902]"
471157,0,3137,164,13,150,7,2402,231,244,141,433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.05278458 0.10142399 0.19821942 0.22603641 0.23376138 0.18777422],"[ 28.17059103  54.12894407 105.78766971 120.63331398 124.75604939
 100.21317754]"
483511,1,2859,45,19,30,10,878,221,194,99,470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,[0.0777799  0.05351892 0.14121388 0.2113448  0.25559528 0.26054721],"[ 42.14818041  29.00138722  76.52244459 114.52571674 138.50462298
 141.18802907]"
494034,0,3117,16,25,371,91,960,189,179,117,1414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05916918 0.0493159  0.1726678  0.20110083 0.21769421 0.30005208],"[ 37.43302986  31.19940893 109.23725529 127.22524845 137.72295065
 189.82616682]"
514827,0,3219,274,10,335,13,607,194,243,188,1854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.04879722 0.08568478 0.19987742 0.20837167 0.18720342 0.27006549],"[ 34.4366686   60.4685774  141.05541874 147.04989048 132.11125552
 190.58781714]"
516929,1,3304,71,14,516,90,1068,235,211,104,2550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[0.05834832 0.05921313 0.22318555 0.23929468 0.27620503 0.14375329],"[ 29.26773377  29.70152572 111.95069826 120.0310989  138.54546549
  72.10718387]"
519011,1,3137,306,18,210,65,1560,167,227,199,2318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.0566401  0.05165451 0.19723997 0.26429202 0.20642364 0.22374976],"[ 31.64897401  28.86315846 110.21241317 147.67930502 115.34400245
 125.02537945]"
535062,0,3227,149,13,192,37,1710,237,239,129,1423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.03599617 0.08454312 0.18728255 0.20634871 0.25575861 0.23007085],"[ 24.59616712  57.76827701 127.97008963 140.99799028 174.75975719
 157.20732163]"
538014,0,3233,21,13,582,115,3030,211,212,135,797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05489672 0.04718079 0.2310551  0.25276177 0.22851355 0.18559206],"[ 32.88894227  28.26628671 138.42645363 151.43104747 136.90379664
 111.18928252]"
549108,1,3093,150,23,180,2,3521,242,232,107,882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[0.04377315 0.04774735 0.20707533 0.19793122 0.27614537 0.22732758],"[ 24.71671881  26.96076835 116.92606944 111.76280532 155.92679489
 128.36160269]"
552594,0,3412,227,12,664,8,1464,203,251,184,3966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[0.04230895 0.07721229 0.23149206 0.20991396 0.17244666 0.26662609],"[ 35.87420421  65.46912151 196.28456933 177.98827415 146.21934876
 226.07508537]"
578247,2,2579,197,27,283,165,1674,201,250,167,618,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.11368122 0.05146977 0.14676851 0.21788762 0.22014371 0.25004917],"[ 72.19241714  32.6854934   93.20425674 138.36791881 139.80063397
 158.79187371]"
