index,true_label,alcohol,malic_acid,ash,alcalinity_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,OD280_OD315_of_diluted_wines,proline,label,description_lengths,description_lengths_unnormalized
140,2,12.93,2.81,2.7,21.0,96.0,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600.0,2,[0.62729657 0.22186252 0.15084092],[90.90843762 32.15253493 21.86001475]
141,2,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2,[0.56857349 0.26056799 0.17085851],[80.88647332 37.06895601 24.30669536]
142,2,13.52,3.17,2.72,23.5,97.0,1.55,0.52,0.5,0.55,4.35,0.89,2.06,520.0,2,[0.60663265 0.23672112 0.15664624],[90.30286008 35.23811968 23.31823607]
143,2,13.62,4.95,2.35,20.0,92.0,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550.0,2,[0.56163131 0.27092989 0.16743881],[73.16161468 35.29302522 21.81162859]
144,2,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2,[0.52022055 0.3410287  0.13875075],[86.55692976 56.74208161 23.08605164]
145,2,13.16,3.57,2.15,21.0,102.0,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830.0,2,[0.61650326 0.25494293 0.12855381],[91.75756657 37.94455668 19.13336934]
146,2,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2,[0.60488949 0.24984389 0.14526662],[131.70446693  54.39928573  31.62935168]
147,2,12.87,4.61,2.48,21.5,86.0,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625.0,2,[0.59968136 0.30521969 0.09509895],[106.63824378  54.27564429  16.91095633]
148,2,13.32,3.24,2.38,21.5,92.0,1.93,0.76,0.45,1.25,8.42,0.55,1.62,650.0,2,[0.56434194 0.3488263  0.08683175],[94.69944086 58.53482351 14.57080898]
149,2,13.08,3.9,2.36,21.5,113.0,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550.0,2,[0.52995866 0.34919052 0.12085082],[93.12900569 61.36283413 21.23697128]
150,2,13.5,3.12,2.62,24.0,123.0,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500.0,2,[0.48170313 0.35352866 0.16476821],[89.80068792 65.90597928 30.71663341]
151,2,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2,[0.51848611 0.3488226  0.13269129],[100.53990434  67.64036822  25.73023484]
152,2,13.11,1.9,2.75,25.5,116.0,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425.0,2,[0.49010998 0.31049491 0.19939511],[78.74957321 49.88949852 32.03827822]
153,2,13.23,3.3,2.28,18.5,98.0,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675.0,2,[0.5340132  0.35847817 0.10750863],[102.15665662  68.57682871  20.566388  ]
154,2,12.58,1.29,2.1,20.0,103.0,1.48,0.58,0.53,1.4,7.6,0.58,1.55,640.0,2,[0.58395683 0.28985022 0.12619295],[104.87521175  52.05539473  22.66351212]
155,2,13.17,5.19,2.32,22.0,93.0,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725.0,2,[0.55774028 0.33570081 0.10655891],[103.2930652  62.171529   19.7346275]
156,2,13.84,4.12,2.38,19.5,89.0,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480.0,2,[0.5065119  0.38609937 0.10738873],[91.99255464 70.12326219 19.50391162]
157,2,12.45,3.03,2.64,27.0,97.0,1.9,0.58,0.63,1.14,7.5,0.67,1.73,880.0,2,[0.62406743 0.25172182 0.12421076],[131.70532116  53.12423238  26.21386214]
158,2,14.34,1.68,2.7,25.0,98.0,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660.0,2,[0.45474702 0.31879974 0.22645324],[109.79304366  76.97025547  54.67433314]
159,2,13.48,1.67,2.64,22.5,89.0,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620.0,2,[0.4767221  0.33781681 0.18546109],[91.88351121 65.11087852 35.7458075 ]
160,2,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2,[0.57326921 0.29479915 0.13193164],[94.59005861 48.6421888  21.76886738]
161,2,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2,[0.60421076 0.26114212 0.13464712],[93.70556992 40.49989284 20.88209263]
162,2,12.85,3.27,2.58,22.0,106.0,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570.0,2,[0.60301684 0.25893353 0.13804963],[84.33549283 36.21339533 19.30706233]
163,2,12.96,3.45,2.35,18.5,106.0,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675.0,2,[0.60316981 0.27959452 0.11723567],[81.68536066 37.8645927  15.87685187]
164,2,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2,[0.53687433 0.36639303 0.09673264],[90.28247493 61.61380439 16.26686429]
165,2,13.73,4.36,2.26,22.5,88.0,1.28,0.47,0.52,1.15,6.62,0.78,1.75,520.0,2,[0.61157273 0.27860063 0.10982664],[104.24262205  47.48749955  18.7199603 ]
166,2,13.45,3.7,2.6,23.0,111.0,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695.0,2,[0.4884429  0.40102727 0.11052983],[83.72508815 68.74097859 18.94616527]
167,2,12.82,3.37,2.3,19.5,88.0,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685.0,2,[0.54146667 0.36430008 0.09423325],[92.87298287 62.48516631 16.16299502]
168,2,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2,[0.4850912  0.38930755 0.12560125],[74.67575374 59.93065837 19.33526689]
169,2,13.4,4.6,2.86,25.0,112.0,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630.0,2,[0.48704794 0.36858729 0.14436477],[81.64035453 61.78364489 24.19883092]
170,2,12.2,3.03,2.32,19.0,96.0,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510.0,2,[0.63436313 0.23516945 0.13046742],[102.07341542  37.84039053  20.99310979]
171,2,12.77,2.39,2.28,19.5,86.0,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470.0,2,[0.57581565 0.32026332 0.10392103],[118.7066165   66.02351825  21.42372142]
172,2,14.16,2.51,2.48,20.0,91.0,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660.0,2,[0.49137034 0.40426702 0.10436264],[86.16410782 70.89012943 18.3004822 ]
173,2,13.71,5.65,2.45,20.5,95.0,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740.0,2,[0.56209708 0.33654216 0.10136075],[100.71747788  60.30217713  18.16198606]
174,2,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2,[0.55549327 0.33652845 0.10797829],[79.78016087 48.33234721 15.50788386]
175,2,13.27,4.28,2.26,20.0,120.0,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835.0,2,[0.52354723 0.3708698  0.10558297],[106.36539259  75.34699841  21.4505457 ]
176,2,13.17,2.59,2.37,20.0,120.0,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840.0,2,[0.49607515 0.39335969 0.11056516],[90.95454129 72.12183547 20.27193554]
177,2,14.13,4.1,2.74,24.5,96.0,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560.0,2,[0.51122359 0.37846181 0.1103146 ],[101.33259391  75.01711048  21.86609715]
