sepal_length,sepal_width,petal_length,petal_width,class,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
5.6,3.0,4.1,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04347498247758952,0.038500009285488745,0.0,0.75,0.0,0.1647217235188514,0.42000000000000004,0.45916884626562016,0.0,0.56,0.5,0.2871794871794871,0.43785882394578046,0.579047619047619,0.08859206036691691,Iris-versicolor
5.5,2.5,4.0,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04344285275229187,0.03846798858043382,0.0,0.75,0.0,0.16619718309859166,0.5,0.5237329042638779,0.0,0.56,0.5,0.28122192273135665,0.4249026452191518,0.5602240896358542,0.07338221375170906,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043459332644382065,0.038484412552741654,0.0,0.75,0.0,0.2506102522375916,0.45999999999999996,0.46469049694856157,0.0,0.56,0.5,0.3202185792349727,0.4427738065475128,0.5602240896358542,0.09717176091556434,Iris-versicolor
6.1,3.0,4.6,1.4,Iris-versicolor,0.1,0.061224489795918324,0.0,1.0,0.8,0.04564926669421421,0.04066694213753419,0.0,0.75,0.0,0.2122762148337598,0.8200000000000001,0.7977232924693518,0.0,0.43999999999999995,0.625,0.35555555555555557,0.4475882450882451,0.579047619047619,0.1107122602678865,Iris-versicolor
5.8,2.6,4.0,1.2,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043440631530289986,0.038465774895738714,0.0,0.75,0.0,0.11806543385490764,0.42000000000000004,0.4488888888888891,0.0,0.54,0.5,0.28122192273135665,0.42630195334597853,0.5573192239858907,0.06972353737729564,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043433850898710435,0.03845901727331513,0.0,0.75,0.3333333333333333,0.10278745644599296,0.6599999999999999,0.5488787666433077,0.01,0.8200000000000001,0.5,0.28327228327228327,0.39146309385460776,0.46950819672131133,0.0993679688708069,Iris-versicolor
5.6,2.7,4.2,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04346769164096176,0.03849274318660417,0.0,0.75,0.0,0.16047223436816804,0.36,0.3832316093800193,0.0,0.56,0.5,0.2953216374269006,0.4453888670021393,0.601025641025641,0.08347175228340376,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043464144469600785,0.0384892080509745,0.0,0.75,0.0,0.1607629427792917,0.42000000000000004,0.46496815286624216,0.0,0.5800000000000001,0.5,0.2953216374269006,0.43639373255834624,0.579047619047619,0.0872958808634543,Iris-versicolor
5.7,2.9,4.2,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04349143119861609,0.03851640219829228,0.0,0.75,0.0,0.118741058655222,0.4,0.46496815286624216,0.0,0.52,0.5,0.2953216374269006,0.4495878009698059,0.6265328874024526,0.09459837879799926,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04363793112602954,0.038662405202625816,0.0,0.75,0.0,0.16153319644079422,0.62,0.7023809523809526,0.0,0.45999999999999996,0.375,0.30611196712891625,0.4351425262524527,0.6265328874024526,0.09112029901917185,Iris-versicolor
5.1,2.5,3.0,1.1,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04343385672135236,0.03845902307619847,0.0,0.75,0.0,0.2531407035175879,0.6599999999999999,0.5491943127962087,0.2,0.74,0.5,0.3055555555555555,0.4154694562188908,0.5195402298850575,0.1075821944068579,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.0434646932830991,0.03848975500231189,0.0,0.75,0.0,0.12259970457902547,0.38,0.4439937597503901,0.0,0.54,0.5,0.2871794871794871,0.4539625198182089,0.6521739130434782,0.08244314415778986,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666614149135,0.042073531691801336,0.0,0.75,0.0,0.20245979186376561,0.5,0.5454708842559308,0.0,0.7,0.375,0.21850613154960982,0.3647489802647518,0.5210084033613446,0.08674411659781434,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.05311225718108348,0.048098518974567406,0.0,0.75,0.3333333333333333,0.0,0.92,0.8693801089918256,0.01,0.86,0.625,0.3473389355742298,0.46836241542123896,0.5779625779625781,0.1284758710533559,Iris-virginica
7.1,3.0,5.9,2.1,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706670379171307,0.04207356921226568,0.0,0.75,0.0,0.25991902834008096,0.54,0.6482586107369637,0.0,0.54,0.25,0.2811690714021457,0.37663879754331975,0.6082949308755761,0.09604493164322547,Iris-virginica
6.3,2.9,5.6,1.8,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04751672101699056,0.04252203679927147,0.0,0.75,0.0,0.2782558806655192,0.74,0.7348788198103267,0.0,0.7,0.5,0.31619047619047613,0.4409196059196059,0.6107226107226107,0.11766763202346464,Iris-virginica
6.5,3.0,5.8,2.2,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706671783958205,0.04207358321172017,0.0,0.75,0.0,0.26632079550367493,0.54,0.6306051371353939,0.0,0.5,0.375,0.26666666666666666,0.3942801677549424,0.6082949308755761,0.09810681598181403,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666618129196,0.042073531731464775,0.0,0.75,0.0,0.19791380730167485,0.45999999999999996,0.5355269432522651,0.0,0.78,0.25,0.22777777777777775,0.3516191239748116,0.6082949308755761,0.10309511384243375,Iris-virginica
4.9,2.5,4.5,1.7,Iris-virginica,0.8,1.0,0.0,1.0,0.8,0.9607649572061207,0.9557706596066698,0.0,0.75,1.0,0.5233884768967484,0.98,0.7930393856824374,0.1,1.0,0.75,0.4444444444444444,0.4609756097560976,0.510569105691057,0.6755403385844205,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066966739395255,0.04207383125372771,0.0,0.75,0.0,0.23565416985462917,0.74,0.6014362657091562,0.0,0.78,0.375,0.2472848788638262,0.38876452177367504,0.6107226107226107,0.11325874905307876,Iris-virginica
6.7,2.5,5.8,1.8,Iris-virginica,0.2,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047177388308086265,0.04218387234500737,0.0,0.75,0.0,0.42787286063569685,0.84,0.6613603473227208,0.0,0.88,0.5,0.2916666666666666,0.3925180074169162,0.510569105691057,0.1303312209151395,Iris-virginica
7.2,3.6,6.1,2.5,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666612755461,0.04207353167791267,0.0,0.75,0.0,0.2674131713797685,0.36,0.4660395628717665,0.0,0.8,0.125,0.21850613154960982,0.3108234047540001,0.4439024390243902,0.07334642193674856,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047159391722800925,0.042165937759540195,0.0,0.75,0.0,0.2631253860407662,0.8200000000000001,0.7228803716608594,0.0,0.45999999999999996,0.5,0.3148148148148148,0.42328808486769826,0.5530303030303029,0.09714914007011632,Iris-virginica
6.4,2.7,5.3,1.9,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047694801825410305,0.04269950510046422,0.0,0.75,0.0,0.3369942196531792,0.74,0.7715139442231075,0.0,0.72,0.375,0.3473389355742298,0.4299682040608198,0.5779625779625781,0.10735085275270251,Iris-virginica
6.8,3.0,5.5,2.1,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706774440890238,0.04207460624308784,0.0,0.75,0.0,0.23631680618158435,0.6799999999999999,0.7396267837541164,0.0,0.43999999999999995,0.375,0.2884990253411306,0.3981146421058714,0.6082949308755761,0.09387510299556878,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.050068650446849716,0.04506522743398461,0.0,0.75,0.0,0.3263920325939339,0.88,0.7615002404231448,0.0,0.92,0.625,0.3148148148148148,0.4525564894752751,0.5378723404255318,0.11673031426242131,Iris-virginica
5.8,2.8,5.1,2.4,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706689997540159,0.042073764719828655,0.0,0.75,0.0,0.36734693877551017,0.78,0.6895790902919214,0.0,0.8200000000000001,0.625,0.23232323232323235,0.4498797498797498,0.619047619047619,0.07537951555831579,Iris-virginica
6.4,3.2,5.3,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066767278639454,0.04207363248039131,0.0,0.75,0.0,0.26511814177012416,0.54,0.6051215838175168,0.0,0.5800000000000001,0.375,0.24819624819624822,0.39894946348325566,0.5530303030303029,0.07617878959645441,Iris-virginica
6.5,3.0,5.5,1.8,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04748889182507299,0.04249430336222365,0.0,0.75,0.25,0.2762172284644192,0.92,0.8244777475022707,0.01,0.38,0.5,0.3307169021454735,0.4345982821801997,0.6082949308755761,0.11100630862109462,Iris-virginica
7.7,3.8,6.7,2.2,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666612760857,0.04207353167796635,0.0,0.75,0.0,0.1462529486481583,0.36,0.41726529601189,0.0,0.88,0.125,0.22207650273224036,0.2917273618912963,0.40404040404040403,0.08385697753622257,Iris-virginica
7.7,2.6,6.9,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666612738464,0.04207353167774319,0.0,0.75,0.0,0.19244436132410692,0.24,0.31143358316058056,0.0,0.86,0.25,0.2116402116402116,0.31902171902171905,0.5421245421245422,0.1145520055767889,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica,0.7,0.9591836734693877,0.33333333333333337,0.75,0.8,0.9569904520011391,0.9519835786098689,0.0,0.75,1.0,0.7065484982767107,0.98,0.9183673469387755,0.04,1.0,0.5,0.43498817966903075,0.46822063271980263,0.5191297824456114,0.670388042102767,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.0470666687542437,0.04207353429554911,0.0,0.75,0.0,0.10835401157981828,0.5,0.6097737556561085,0.0,0.5,0.375,0.24819624819624822,0.3641129253489771,0.5530303030303029,0.08025141009839876,Iris-virginica
5.6,2.8,4.9,2.0,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.05028265047560965,0.045278498391760236,0.0,0.75,0.0,0.3263920325939337,0.8,0.7477110885045776,0.02,0.88,0.625,0.3148148148148148,0.4919277395263239,0.619047619047619,0.1259531063673791,Iris-virginica
7.7,2.8,6.7,2.0,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666629731737,0.04207353184709034,0.0,0.75,0.0,0.17980049875311754,0.42000000000000004,0.4472268907563024,0.0,0.8200000000000001,0.25,0.22207650273224036,0.35751620268013706,0.619047619047619,0.12197997744592426,Iris-virginica
6.3,2.7,4.9,1.8,Iris-virginica,0.2,0.1428571428571429,0.021739130434782594,0.5,0.6,0.09067969720308111,0.08554761930236637,0.0,0.75,0.0,0.3010664479081212,0.88,0.8479386043191148,0.0,0.8200000000000001,0.625,0.38888888888888884,0.4754981470097749,0.5779625779625781,0.15189107974116978,Iris-virginica
6.7,3.3,5.7,2.1,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706688410365045,0.04207374890277776,0.0,0.75,0.0,0.28886168910648713,0.56,0.659037558685446,0.0,0.52,0.375,0.2884990253411306,0.3729306927449342,0.5210084033613446,0.08940663976478214,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706832580932507,0.04207518563978713,0.0,0.75,0.0,0.3163757890828074,0.72,0.646641074856046,0.0,0.6799999999999999,0.375,0.27160493827160487,0.3828925657905756,0.5530303030303029,0.11210235941218605,Iris-virginica
6.2,2.8,4.8,1.8,Iris-virginica,0.2,0.9795918367346939,0.021739130434782594,0.5,0.8,0.13121549012728195,0.12597247262428735,0.0,0.75,0.0,0.2718518518518517,0.8200000000000001,0.8249643874643876,0.0,0.84,0.625,0.38888888888888884,0.5042299898682877,0.619047619047619,0.18633437364017835,Iris-virginica
6.1,3.0,4.9,1.8,Iris-virginica,0.3,0.1428571428571429,0.021739130434782594,0.5,0.6,0.08062581899747967,0.07552385437950254,0.0,0.75,0.0,0.22300469483568075,0.92,0.8752825923134891,0.02,0.8200000000000001,0.625,0.38888888888888884,0.49434444650123566,0.6082949308755761,0.15641750784188124,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706912163726029,0.04207597872500851,0.0,0.75,0.0,0.0874074074074076,0.36,0.5695317959468903,0.0,0.48,0.375,0.2884990253411306,0.413023269586737,0.619047619047619,0.10740199673133544,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica,0.2,1.0,0.33333333333333337,0.75,1.0,0.047224412548498296,0.04223073460236565,0.0,0.75,0.0,0.3881548974943053,0.9,0.7149830220713074,0.02,0.74,0.375,0.2916666666666666,0.4354543135808181,0.6082949308755761,0.3400638689846541,Iris-virginica
7.4,2.8,6.1,1.9,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706686940265237,0.04207373425244504,0.0,0.75,0.0,0.20938137321549977,0.56,0.5335873270503307,0.0,0.78,0.25,0.2628389154704944,0.38202587098453245,0.619047619047619,0.11924694405348668,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066666193797846,0.042073531743927584,0.0,0.75,0.0,0.15568862275449102,0.38,0.4352713178294574,0.0,0.88,0.125,0.24033437826541268,0.30474640625815036,0.40404040404040403,0.08205118547756762,Iris-virginica
6.4,2.8,5.6,2.2,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047067004356039055,0.042073868740729936,0.0,0.75,0.0,0.0803814713896458,0.31999999999999995,0.5469798657718121,0.0,0.52,0.375,0.26666666666666666,0.407565179918121,0.619047619047619,0.09908135147727515,Iris-virginica
6.3,2.8,5.1,1.5,Iris-virginica,0.7,0.9591836734693877,0.33333333333333337,0.75,0.8,0.8219779605085347,0.8166130318173901,0.0,0.75,1.0,0.5883977900552483,0.98,0.897471185274385,0.16,0.88,0.625,0.4148148148148148,0.48838343838343834,0.619047619047619,0.6794592216112425,Iris-versicolor
6.1,2.6,5.6,1.4,Iris-virginica,0.6,0.9591836734693877,0.33333333333333337,0.75,0.8,0.4978827015402344,0.4922037279111664,0.0,0.75,1.0,0.5276217228464419,0.98,0.8377813504823152,0.02,1.0,0.5,0.31619047619047613,0.44892218892218894,0.5421245421245422,0.4248336028928761,Iris-virginica
7.7,3.0,6.1,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066666147395075,0.042073531697684685,0.0,0.75,0.0,0.215209518882566,0.36,0.5261596126815555,0.0,0.76,0.25,0.24819624819624822,0.3483639921670482,0.6082949308755761,0.0937705393081748,Iris-virginica
6.3,3.4,5.6,2.4,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706666760507783,0.04207353315034379,0.0,0.75,0.0,0.16380597014925347,0.54,0.5752463987869598,0.0,0.6799999999999999,0.375,0.23232323232323235,0.3722206622206622,0.4924924924924925,0.07560997871835973,Iris-virginica
6.4,3.1,5.5,1.8,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047495766864924294,0.042501154745470615,0.0,0.75,0.0,0.2164343360234775,0.84,0.7542002301495971,0.0,0.38,0.5,0.3307169021454735,0.4343022651575104,0.589247311827957,0.11593940302330308,Iris-virginica
6.0,3.0,4.8,1.8,Iris-virginica,0.5,0.9795918367346939,0.021739130434782594,0.5,0.8,0.1266117525155127,0.1213805319628643,0.0,0.75,0.3333333333333333,0.2870090634441088,0.94,0.9141506002182612,0.09,0.9,0.625,0.38888888888888884,0.513999035473154,0.6082949308755761,0.35746974072226834,Iris-virginica
6.9,3.1,5.4,2.1,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706783955027927,0.042074701056571684,0.0,0.75,0.0,0.20664414414414423,0.6799999999999999,0.7051067392214314,0.0,0.48,0.375,0.2884990253411306,0.3942314339261144,0.589247311827957,0.09327806693905083,Iris-virginica
6.7,3.1,5.6,2.4,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066667252014915,0.042073532798497626,0.0,0.75,0.0,0.24602203182374538,0.5800000000000001,0.6457734330074756,0.0,0.54,0.375,0.23232323232323235,0.3791770971906795,0.589247311827957,0.08157075870420294,Iris-virginica
6.9,3.1,5.1,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066771057371226,0.042073636246100055,0.0,0.75,0.0,0.23868110236220497,0.72,0.6853132628152969,0.0,0.52,0.5,0.24819624819624822,0.4010538877880421,0.589247311827957,0.08717275452006124,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.05311225718108348,0.048098518974567406,0.0,0.75,0.0,0.0,0.92,0.8693801089918256,0.01,0.86,0.625,0.3473389355742298,0.46836241542123896,0.5779625779625781,0.11575292707066942,Iris-virginica
6.8,3.2,5.9,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.0470666671199198,0.04207353266685776,0.0,0.75,0.0,0.10720130932896932,0.48,0.606917672491443,0.0,0.5,0.375,0.24819624819624822,0.36183583317250056,0.5530303030303029,0.07657162365279546,Iris-virginica
6.7,3.3,5.7,2.5,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066666164160775,0.042073531714392653,0.0,0.75,0.0,0.19744597249508844,0.52,0.5788659793814432,0.0,0.6799999999999999,0.375,0.21850613154960982,0.35543246929705397,0.5210084033613446,0.07711719808011763,Iris-virginica
6.7,3.0,5.2,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.04706679746051168,0.04207366255824496,0.0,0.75,0.0,0.2868125369603788,0.76,0.7363934426229508,0.0,0.5,0.375,0.24819624819624822,0.4059610861485815,0.6082949308755761,0.08148244470264865,Iris-virginica
6.3,2.5,5.0,1.9,Iris-virginica,0.2,0.1428571428571429,0.021739130434782594,0.5,0.6,0.053225112311194644,0.04821099384503974,0.0,0.75,0.0,0.436008676789588,0.94,0.8633496846531186,0.0,0.84,0.5,0.3473389355742298,0.4381885465278579,0.510569105691057,0.12110565425096953,Iris-virginica
6.5,3.0,5.2,2.0,Iris-virginica,0.1,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047149787771370355,0.04215636689626495,0.0,0.75,0.0,0.3186237845923712,0.84,0.7864510079699952,0.0,0.4,0.375,0.3148148148148148,0.43050198740067513,0.6082949308755761,0.09672620999498283,Iris-virginica
6.2,3.4,5.4,2.3,Iris-virginica,0.0,0.1428571428571429,0.021739130434782594,0.5,0.6,0.047066721311179394,0.04207358667135308,0.0,0.75,0.0,0.17816558441558417,0.5800000000000001,0.5813520777341328,0.0,0.6799999999999999,0.375,0.24819624819624822,0.3893029686912665,0.4924924924924925,0.08751637163425452,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica,0.2,0.1428571428571429,0.021739130434782594,0.5,0.6,0.06194628347777753,0.05690325044402744,0.0,0.75,0.0,0.3694690265486721,0.94,0.8944444444444444,0.0,0.8200000000000001,0.625,0.38888888888888884,0.4861191454130637,0.6082949308755761,0.13682859293587624,Iris-virginica
