index,true_label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
252794,0,3024,203,6,67,6,1020,217,246,164,1742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10260506 0.09138966 0.16140384 0.2156081  0.19186719 0.23712614],"[ 61.43397315  54.71883817  96.63927647 129.09365182 114.87896995
 141.97741082]",1,61.43397315,54.71883817,96.63927647,129.09365182,114.87896995,141.97741082,1.0,0.5716828738419529,0.07695673646711944,0.9987890458397772,0.005214655624824468,0.9887845956524206,0.10260506327984321,0.9999380821546021
265013,3,2249,133,26,324,123,1168,250,216,76,618,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.16565313 0.09950481 0.10995778 0.16580691 0.15991146 0.29916591],"[114.04443114  68.50441065  75.70079042 114.15029916 110.09156176
 205.96173551]",1,114.04443114,68.50441065,75.70079042,114.15029916,110.09156176,205.96173551,1.0,0.993816096866884,0.3320731620243459,1.0,0.0034252233338355007,0.9895470317072874,0.16580690511878576,1.0
267077,1,2967,265,14,371,18,1583,183,245,201,1282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,[0.1061988  0.04634756 0.15697205 0.25977433 0.21265568 0.21805158],"[ 61.65632526  26.90821776  91.13398863 150.81838239 123.46248752
 126.59521044]",0,61.65632526,26.90821776,91.13398863,150.81838239,123.46248752,126.59521044,0.4364226646024343,0.2430002799492016,0.0,8.881784197001252e-16,1.6164151325204678e-14,0.9401487650652899,0.04634756188745238,0.5000001119924398
275163,0,2903,90,6,0,0,966,230,230,134,2874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05328194 0.04165201 0.1835343  0.18745086 0.20986286 0.32421804],"[ 34.23100885  26.75935694 117.91170123 120.42789434 134.82649454
 208.29403633]",1,34.23100885,26.75935694,117.91170123,120.42789434,134.82649454,208.29403633,1.0,0.281403422490594,0.04115826207458202,0.9994313359589813,0.002688801505358624,0.988370073647148,0.05328194042023066,0.9999791916681624
275256,1,2895,227,8,342,27,1071,209,248,176,511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06648632 0.05162113 0.15351435 0.24206448 0.24242656 0.24388716],"[ 33.9898833   26.39033293  78.48132402 123.75091687 123.93601999
 124.68272712]",0,33.9898833,26.39033293,78.48132402,123.75091687,123.93601999,124.68272712,0.7764172855875496,0.2721545819659103,0.0,0.0005004259504992614,0.002401864477276809,0.985134807290507,0.05162113093174085,0.5001806237803785
276822,0,3104,43,20,67,10,2807,219,191,98,3992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.04920735 0.04285916 0.2331741  0.1796008  0.22089757 0.27426102],"[ 35.53646313  30.95194302 168.39320746 129.70374756 159.52736883
 198.06527805]",1,35.53646313,30.95194302,168.39320746,129.70374756,159.52736883,198.06527805,1.0,0.25877012097980145,0.027433598337018163,0.9898945156882184,0.031525262367583545,0.9936518142910878,0.049207346019723194,0.998679888775873
288750,2,2472,17,8,212,22,660,214,223,146,1318,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.1580326  0.09706999 0.12073902 0.18771357 0.16448275 0.27196207],"[ 99.81801994  61.3122497   76.26230016 118.56538895 103.89212117
 171.77920608]",1,99.81801994,61.3122497,76.26230016,118.56538895,103.89212117,171.77920608,1.0,0.6865937488520825,0.13533504452170603,0.9999996784300624,2.8625810941197037e-06,0.9763309732601976,0.12073901867792632,0.9999999995704849
299601,1,3026,36,4,541,94,2971,219,230,148,1260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,[0.05357423 0.03983893 0.23267759 0.20643142 0.22437635 0.24310148],"[ 32.36067433  24.06407868 140.54524251 124.69165801 135.53100856
 146.8416329 ]",0,32.36067433,24.06407868,140.54524251,124.69165801,135.53100856,146.8416329,0.7436210517080526,0.2074596074337897,0.0,0.00024930214005369766,0.0012935286854127643,0.9862646943744748,0.0398389278217366,0.5000900545579615
300278,1,2969,24,15,60,9,1022,211,207,129,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[0.04801189 0.05291164 0.16440989 0.22556107 0.29139899 0.21770651],"[ 24.83654208  27.37118429  85.04920896 116.6827054  150.74064602
 112.61954311]",1,24.83654208,27.37118429,85.04920896,116.6827054,150.74064602,112.61954311,1.0,0.27933847650279836,0.020131529717154872,0.9265349653355659,0.14651021916230184,0.9951002454211495,0.0529116437122253,0.9773967459039669
304243,4,2484,247,24,170,57,1332,164,250,218,604,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.14911776 0.05429152 0.09121792 0.16763036 0.17543996 0.36230249],"[103.73094551  37.76686594  63.45401555 116.60888636 122.04148135
 252.02885968]",1,103.73094551,37.76686594,63.45401555,116.60888636,122.04148135,252.02885968,1.0,1.0,0.3933250780438046,1.0,1.0404833940848955e-10,0.9630736013755336,0.17543995567714113,1.0
308774,0,3389,52,3,335,107,2161,221,233,149,2733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0.04826597 0.09812639 0.21134728 0.21243    0.23039648 0.19943389],"[ 31.63061934  64.30614485 138.50432141 139.21387121 150.98802155
 130.69699801]",0,31.63061934,64.30614485,138.50432141,139.21387121,150.98802155,130.69699801,0.49187553403005974,0.25356858112860586,0.0,6.439293542825908e-15,1.2112213702549023e-13,0.950139581456722,0.04826596954325479,0.5000001287388689
309196,2,2499,74,25,60,30,957,240,184,60,874,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.19873321 0.05329568 0.05754556 0.16159896 0.17815641 0.35067018],"[132.82001318  35.61927525  38.45961167 108.00196038 119.0678525
 234.36454356]",1,132.82001318,35.61927525,38.45961167,108.00196038,119.0678525,234.36454356,1.0,0.30529624459547283,0.014291341092736826,0.9448170050515508,0.11915789456624729,0.9957501195815088,0.05754556023300426,0.9849265611990877
309227,0,3095,134,25,162,-2,3334,250,220,82,2530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[0.04129959 0.04905603 0.21945239 0.18245856 0.20278669 0.30494673],"[ 26.19119622  31.1101423  139.17136174 115.71077382 128.60238121
 193.38979126]",0,26.19119622,31.1101423,139.17136174,115.71077382,128.60238121,193.38979126,0.8418860951066146,0.2153936355244663,0.0,0.00725382515209938,0.023977234435374722,0.992243558851949,0.04129959320015251,0.502625908228414
310797,1,2532,287,12,170,37,1154,186,239,193,934,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.15473308 0.09542743 0.11803921 0.19204905 0.14617661 0.29357462],"[ 99.93279077  61.63083837  76.2344257  124.03292957  94.40668145
 189.60218742]",0,99.93279077,61.63083837,76.2344257,124.03292957,94.40668145,189.60218742,0.8084384161523441,0.527472503817551,0.0,4.5471828125087654e-07,3.959926955032921e-06,0.9773882220866198,0.09542743151712085,0.5000002243956606
319620,1,3076,249,6,192,25,3085,207,244,175,1452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.05305114 0.04788895 0.2474289  0.23768999 0.24047837 0.17346265],"[ 27.93783122  25.2193161  130.30118786 125.17247413 126.64089321
  91.34902519]",0,27.93783122,25.2193161,130.30118786,125.17247413,126.64089321,91.34902519,0.9026941246979624,0.25148828379610344,0.0,0.061889621287894325,0.1295573080566884,0.9948378121540786,0.047888954560557875,0.5230264002648652
334370,0,3115,58,13,335,20,1924,229,212,114,1022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,[0.0996331  0.04351235 0.17921985 0.25356067 0.23964466 0.18442937],"[ 57.16066742  24.96354261 102.82050997 145.47070467 137.48693103
 105.80927463]",1,57.16066742,24.96354261,102.82050997,145.47070467,137.48693103,105.80927463,1.0,0.5532916548778747,0.2671801763425647,0.9999999999999896,1.9267907508607256e-13,0.943879253778725,0.09963309857780198,1.0
335956,1,2855,245,26,190,74,1209,158,249,221,1689,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10258775 0.09030681 0.09637364 0.21938208 0.19424436 0.29710537],"[ 68.70408347  60.47941046  64.54243015 146.92246263 130.08747188
 198.97456561]",0,68.70408347,60.47941046,64.54243015,146.92246263,130.08747188,198.97456561,0.9370488579141755,0.4963585987540868,0.0,0.017165181546659136,0.04919895656267581,0.9939331694069905,0.0903068076507173,0.5062445284359601
338274,0,3584,265,19,417,221,3240,168,245,214,1273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0.04543983 0.08616234 0.22899765 0.18498038 0.19892557 0.25549422],"[ 37.71450419  71.51368712 190.06525482 153.53145858 165.10579599
 212.05708249]",0,37.71450419,71.51368712,190.06525482,153.53145858,165.10579599,212.05708249,0.5273746286663652,0.23801449063992725,0.0,1.9984014443252818e-15,4.0636322602928994e-14,0.9592774934589344,0.045439830505699136,0.5000001785639624
344065,1,2604,338,22,474,223,684,167,203,172,1075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.14700416 0.05623828 0.09619015 0.1707426  0.18530543 0.34451938],"[101.16707151  38.70273224  66.19728465 117.50367293 127.52569479
 237.09544591]",0,101.16707151,38.70273224,66.19728465,117.50367293,127.52569479,237.09544591,0.5846573986236057,0.2979474796493978,0.0,1.1461942506230116e-12,1.822843599821128e-11,0.9600481314458107,0.05623828488213833,0.5000001252837543
345372,0,3477,101,27,757,192,2131,252,192,49,1615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0.0583004  0.08772951 0.20492884 0.16467269 0.17990194 0.30446661],"[ 48.4981602   72.97925455 170.47347328 136.98572707 149.65443234
 253.27562992]",0,48.4981602,72.97925455,170.47347328,136.98572707,149.65443234,253.27562992,0.6645472127439737,0.30954882113155496,0.0,2.3334445486966615e-11,3.318441490950283e-10,0.9705708919274619,0.05830040019616455,0.5000001559137551
347079,2,2639,0,10,366,80,589,206,222,154,1041,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10676841 0.08903603 0.12483298 0.22293109 0.23809647 0.21833501],"[ 65.13443069  54.31673231  76.15477807 135.9998637  145.25155804
 133.19601218]",1,65.13443069,54.31673231,76.15477807,135.9998637,145.25155804,133.19601218,1.0,0.7131951508078034,0.24015052082026853,0.9999999996720191,0.00013218795342501336,0.982267619812513,0.12483297559188734,0.9999999999999791
348535,1,3107,330,9,150,38,1350,199,229,170,2964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,[0.0597635  0.04560636 0.1903573  0.24491184 0.24591593 0.21344506],"[ 32.36564424  24.69867472 103.09029999 132.63496961 133.17874686
 115.59375487]",0,32.36564424,24.69867472,103.09029999,132.63496961,133.17874686,115.59375487,0.7631139530574315,0.238928447784636,0.0,0.00046781509112681086,0.002262942467154768,0.9858428614974134,0.04560635827874981,0.5001688708039886
353386,5,3286,97,16,162,17,2692,244,215,96,1624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,[0.09679229 0.09193794 0.17906536 0.23307914 0.25941442 0.13971086],"[ 59.45872349  56.47673366 109.99840694 143.17864141 159.35618633
  85.82325536]",1,59.45872349,56.47673366,109.99840694,143.17864141,159.35618633,85.82325536,1.0,0.811999430486565,0.2852515340827848,0.9999999999998288,0.1078930947892493,0.9951456472062903,0.13971085857864132,1.0
358053,0,3369,89,14,319,84,1900,240,217,104,1736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[0.0869737  0.09455672 0.23376768 0.17983256 0.195986   0.20888334],"[ 53.42638519  58.08449884 143.59929417 110.46791599 120.39068522
 128.31328965]",0,53.42638519,58.08449884,143.59929417,110.46791599,120.39068522,128.31328965,0.9198045305727595,0.4762935165502159,0.0,0.009395228806226674,0.029693542471143936,0.992416979292395,0.08697370130251124,0.5034046454506049
358878,5,3385,301,7,295,31,1618,201,237,176,785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,[0.09014865 0.08820625 0.15486615 0.22489705 0.21976149 0.22212041],"[ 60.37935533  59.07837836 103.72554588 150.6305217  147.19085125
 148.77079647]",1,60.37935533,59.07837836,103.72554588,150.6305217,147.19085125,148.77079647,1.0,1.0,0.9796867100743543,1.0,0.28977617521185894,0.9980575923289516,0.22212040870431943,1.0
362881,1,2784,80,23,270,135,1177,243,191,65,781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.12398272 0.05490453 0.12064755 0.21391851 0.24802886 0.23851783],"[ 80.10540567  35.47388976  77.95054371 138.21304059 160.25177988
 154.10668874]",0,80.10540567,35.47388976,77.95054371,138.21304059,160.25177988,154.10668874,0.45508200547668654,0.2904708039302908,0.0,0.0,9.493132430906232e-18,0.9342569798710214,0.054904528291943006,0.5000001170897351
363229,1,2709,66,19,108,17,2520,235,199,88,582,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.13641998 0.05385183 0.0849827  0.24106129 0.26472472 0.21895948],"[ 64.54207771  25.47800442  40.20642807 114.04924694 125.24472384
 103.59259064]",0,64.54207771,25.47800442,40.20642807,114.04924694,125.24472384,103.59259064,0.6336798776307294,0.2845845453874153,0.0,4.013531790247882e-07,3.5231586723559364e-06,0.9688691255146749,0.05385182940032958,0.5000002210865138
364201,5,3255,55,16,420,90,3302,228,205,106,2045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,[0.10592349 0.10124648 0.21087765 0.19709003 0.22137467 0.16348768],"[ 60.45677342  57.78732506 120.36028741 112.49087997 126.35155833
  93.31204401]",1,60.45677342,57.78732506,120.36028741,112.49087997,126.35155833,93.31204401,1.0,0.9771982897501613,0.5181231854455166,0.9999999999999997,0.13393348116403633,0.9953229839977538,0.16348768141634723,1.0
379622,1,3140,51,6,1282,200,3001,223,227,139,1528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06221442 0.0552371  0.20596127 0.22792403 0.20693048 0.2417327 ],"[ 43.0050989   38.18209803 142.36868376 157.55022636 143.03864232
 167.09533387]",0,43.0050989,38.18209803,142.36868376,157.55022636,143.03864232,167.09533387,0.887850487633971,0.2923331380553419,0.0,0.007978448447376052,0.025946847867240837,0.9930226834540807,0.05523710061918944,0.5028892532385568
380951,1,3109,99,13,1289,203,3061,241,221,108,1383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06766185 0.04864963 0.21093746 0.20262677 0.23115672 0.23896757],"[ 44.12559383  31.72680096 137.56261543 132.14280586 150.74858415
 155.8424147 ]",0,44.12559383,31.72680096,137.56261543,132.14280586,150.74858415,155.8424147,0.7190113085279467,0.2556872600049168,0.0,4.123546377687859e-06,3.0835920353499736e-05,0.9809877859376133,0.048649633693433635,0.5000016146378011
381281,1,2725,77,28,0,0,2110,242,178,48,785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10313186 0.06063895 0.09800956 0.20312501 0.23444681 0.3006478 ],"[ 69.4793395   40.85211386  66.02847754 136.84414764 157.94546448
 202.54468791]",0,69.4793395,40.85211386,66.02847754,136.84414764,157.94546448,202.54468791,0.61870446482176,0.32276702796598555,0.0,1.2011724948024494e-11,1.7619416247084036e-10,0.9626293910143657,0.06063895456481071,0.5000001154073903
382256,1,3147,189,20,1065,164,3183,217,250,159,2078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[0.04624713 0.04912148 0.2027638  0.18663551 0.19211086 0.32312122],"[ 30.56563845  32.46535381 134.01058257 123.35108194 126.96985084
 213.55716991]",1,30.56563845,32.46535381,134.01058257,123.35108194,126.96985084,213.55716991,1.0,0.25829525380688473,0.010381438664580377,0.8698593066160142,0.2157957458117779,0.9971256486610816,0.049121481647773226,0.949877187930427
396447,0,3227,156,9,234,27,3142,231,241,142,285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.04730204 0.05111335 0.17590472 0.23411839 0.31496289 0.17659861],"[ 26.3964073   28.52326941  98.161781   130.64730821 175.76173262
  98.54899638]",0,26.3964073,28.52326941,98.161781,130.64730821,175.76173262,98.54899638,0.9254341400926579,0.24825308477083954,0.0,0.10651325043875315,0.18929034648417142,0.9961886889201255,0.04730204141507379,0.5405314136924299
401675,1,2950,153,14,90,8,1560,236,240,132,990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,[0.04283329 0.03720375 0.17598818 0.16962634 0.1855551  0.38879333],"[ 28.97524336  25.16705881 119.0499425  114.7463775  125.52163457
 263.00529957]",0,28.97524336,25.16705881,119.0499425,114.7463775,125.52163457,263.00529957,0.8685710934830067,0.19320679309418182,0.0,0.021706785030865094,0.05838355438636209,0.994370467920396,0.03720375498088129,0.5079147789076783
408689,0,3273,181,15,323,67,1641,224,248,153,1790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.04962003 0.04438655 0.22121786 0.20195619 0.21290834 0.26991103],"[ 29.61435191  26.49089036 132.02779494 120.53199694 127.06848687
 161.08897139]",1,29.61435191,26.49089036,132.02779494,120.53199694,127.06848687,161.08897139,1.0,0.2610536573367369,0.02320584012843851,0.9578502036806655,0.09751149521141533,0.9947665150195965,0.049620033236961465,0.9897312788565542
409706,1,2827,198,24,390,161,2154,205,252,169,2066,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.11027155 0.0415534  0.14346462 0.1992776  0.18778669 0.31764614],"[ 64.86588654  24.44327937  84.39130557 117.22260132 110.46321518
 186.85144457]",0,64.86588654,24.44327937,84.39130557,117.22260132,110.46321518,186.85144457,0.3768279549305173,0.21677474150299358,0.0,0.0,6.281008435670018e-17,0.9312818526708581,0.04155340267615487,0.5000001200905576
411819,2,2654,112,27,60,21,2355,254,200,56,2479,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.10345619 0.0513249  0.14802007 0.19869994 0.23245024 0.26604866],"[ 71.86335817  35.65160964 102.81858367 138.02213817 161.46597473
 184.80430638]",1,71.86335817,35.65160964,102.81858367,138.02213817,161.46597473,184.80430638,1.0,0.8686828342470065,0.45032356435789966,1.0,3.917138369092894e-15,0.9478687091265418,0.1480200683503911,1.0
416574,1,2745,130,16,256,68,1805,244,229,109,2268,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.12833218 0.05320059 0.1501726  0.22131946 0.24968131 0.19729386],"[ 61.63201847  25.54978355  72.12096145 106.28951201 119.91039803
  94.7511232 ]",0,61.63201847,25.54978355,72.12096145,106.28951201,119.91039803,94.7511232,0.4145537365780428,0.2809496156869047,0.0,2.220446049250313e-16,4.426355396741409e-15,0.9248684025673346,0.05320058628370401,0.5000000787490636
416858,0,3375,315,3,418,36,1320,212,237,163,2330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,[0.06851853 0.06071146 0.21951441 0.2537858  0.26224613 0.13522366],"[ 34.70198504  30.7480056  111.17555024 128.53268351 132.8175153
  68.48554848]",1,34.70198504,30.7480056,111.17555024,128.53268351,132.8175153,68.48554848,1.0,0.3677933302999387,0.03873810554770657,0.9811826523410144,0.05212756183226764,0.9921929285962228,0.06851853409234968,0.9967692119394151
424071,1,3061,43,16,810,-13,1468,221,203,112,2737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.05558714 0.05514017 0.23019002 0.19291549 0.22875011 0.23741708],"[ 33.46459725  33.19551061 138.57910572 116.13907289 137.712249
 142.92994077]",0,33.46459725,33.19551061,138.57910572,116.13907289,137.712249,142.92994077,0.9919590653076826,0.2917902045046725,0.0,0.4331313373089337,0.3818467295818282,0.9995530274290998,0.0551401686820885,0.6940057643140097
424830,1,2936,26,27,190,30,2629,196,171,98,1248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.06411109 0.05133679 0.2016344  0.19925816 0.2237165  0.25994305],"[ 38.98029361  31.21336882 122.59607167 121.15129087 136.02224447
 158.04841334]",0,38.98029361,31.21336882,122.59607167,121.15129087,136.02224447,158.04841334,0.8007474015329578,0.2705743763832674,0.0,0.0004233343718461624,0.0020713886504260762,0.9872256981075188,0.05133679122287977,0.5001528304943614
427852,1,2756,315,3,402,62,1434,212,237,163,1908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.09779821 0.0853277  0.17129566 0.17535472 0.17881772 0.29140598],"[ 63.69824681  55.57591538 111.56884612 114.21260512 116.46814043
 189.79948954]",0,63.69824681,55.57591538,111.56884612,114.21260512,116.46814043,189.79948954,0.8724873628767227,0.4664386457614779,0.0,0.0002967477158409837,0.0015108473535414533,0.9875294924412834,0.08532770163367806,0.5001071204678327
434340,0,3036,16,17,95,6,2896,203,203,133,1006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.04883039 0.05341769 0.19376655 0.25179645 0.25430159 0.19788733],"[ 23.67878993  25.90325559  93.96109598 122.10090188 123.31569347
  95.95934444]",0,23.67878993,25.90325559,93.96109598,122.10090188,123.31569347,95.95934444,0.9141240894147343,0.2566860525120725,0.0,0.09757487770998596,0.17843997998646016,0.9954127075097193,0.048830394273122774,0.5369627452776765
442075,0,3097,106,15,721,228,2042,245,220,99,2871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.05251871 0.04911144 0.24928331 0.17385653 0.2116611  0.26356891],"[ 35.20283952  32.91897281 167.09244419 116.53452563 141.87460366
 176.66795653]",1,35.20283952,32.91897281,167.09244419,116.53452563,141.87460366,176.66795653,1.0,0.2771490852330877,0.015887880741005563,0.9075320437625527,0.1720157731558253,0.9965927253333997,0.05251871432063211,0.9687777182294949
