index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized
416,3,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,4,[0.17203946 0.17926382 0.18847854 0.15101141 0.1348752  0.17433156],[26.97735422 28.11019961 29.55515129 23.67996365 21.14966003 27.33677521]
417,2,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,2,[0.31881196 0.11127239 0.09363844 0.113636   0.15097847 0.21166273],[83.11616457 29.00937074 24.41209593 29.62557762 39.36098054 55.18172418]
418,3,11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,4,[0.17945003 0.17038286 0.15303397 0.14199037 0.13122399 0.22391877],[32.96438408 31.2987747  28.11184047 26.08316676 24.10541701 41.13314521]
419,2,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,0,[0.1440317  0.14540006 0.15321525 0.16806834 0.21000269 0.17928196],[23.09079903 23.31017123 24.56308227 26.94429276 33.66710173 28.74203227]
420,4,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,3,[0.31392829 0.16638117 0.13450793 0.12208504 0.12244775 0.14064982],[55.97749595 29.66792658 23.98451298 21.76934984 21.83402644 25.07969224]
421,4,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,1,[0.16369651 0.13468751 0.17818668 0.15964189 0.18516334 0.17862408],[28.76207854 23.66509076 31.30805397 28.04966681 32.53387914 31.38490731]
422,2,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,1,[0.21394518 0.11006126 0.13565382 0.14250553 0.18816692 0.2096673 ],[39.61342645 20.37860178 25.11724074 26.38588325 34.84040416 38.82134731]
423,4,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,5,[0.18624935 0.2074014  0.18073735 0.15781912 0.13731695 0.13047583],[28.84464201 32.12048389 27.99099201 24.44162194 21.26642781 20.20693531]
424,2,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,1,[0.17012676 0.11443883 0.14196573 0.15287723 0.1868871  0.23370435],[29.99797936 20.17868086 25.0324219  26.95641723 32.95328318 41.20843836]
425,4,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,1,[0.15707158 0.14291616 0.18333742 0.15475372 0.18464027 0.17728084],[28.34146463 25.78730865 33.080785   27.92323831 33.31586569 31.98795617]
426,3,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,1,[0.15440183 0.13178402 0.16423079 0.15484988 0.17144046 0.22329301],[24.13887423 20.60285028 25.67551431 24.20892106 26.80265856 34.90918387]
427,3,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,1,[0.17545099 0.1429247  0.15401626 0.15388283 0.18333862 0.19038659],[24.23752584 19.74421064 21.27644426 21.25801216 25.32715645 26.30079231]
428,2,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,2,[0.1805928  0.15998334 0.15128037 0.15302037 0.16801351 0.1871096 ],[24.1668983  21.40894337 20.24431346 20.47716011 22.48353927 25.03897492]
429,3,12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,0,[0.15851402 0.16482836 0.16573879 0.16247873 0.16631897 0.18212113],[30.56959655 31.78732283 31.9629013  31.33419579 32.0747896  35.12225299]
430,4,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,5,[0.19536575 0.20360085 0.18018076 0.15893244 0.1312575  0.13066271],[30.56638003 31.85482072 28.19057944 24.86612666 20.53618186 20.44312335]
431,2,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,2,[0.27021965 0.13823378 0.11434308 0.12577186 0.15390325 0.19752838],[42.57204543 21.77818876 18.01430352 19.81486335 24.24685323 31.11982097]
432,3,11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,5,[0.21392679 0.18605902 0.21401908 0.15347079 0.12000381 0.11252051],[43.02594257 37.42104912 43.04450529 30.86675211 24.13571876 22.630644  ]
433,2,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,3,[0.20217137 0.15938955 0.15121568 0.14589377 0.14771228 0.19361734],[41.49337524 32.71289334 31.03529894 29.94303734 30.31626557 39.73775723]
434,3,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,4,[0.19485417 0.2194044  0.14687261 0.14074705 0.13692826 0.16119352],[33.76464917 38.01875362 25.45032655 24.38887981 23.72715264 27.93187713]
435,2,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,3,[0.20217137 0.15938955 0.15121568 0.14589377 0.14771228 0.19361734],[41.49337524 32.71289334 31.03529894 29.94303734 30.31626557 39.73775723]
436,3,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,2,[0.22749588 0.15187216 0.12347406 0.1406589  0.1596077  0.1968913 ],[37.08673941 24.75844027 20.12893666 22.9304368  26.01949965 32.0975309 ]
437,3,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,5,[0.2406707  0.17624347 0.1709692  0.15039047 0.13291907 0.12880709],[41.15812827 30.14015053 29.23817539 25.71891869 22.73105976 22.0278519 ]
438,3,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,4,[0.19457127 0.19047122 0.15574451 0.14783043 0.14762364 0.16375893],[32.28745914 31.60708997 25.84448706 24.53121223 24.49689665 27.17441174]
439,2,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,2,[0.15917139 0.15627588 0.1524759  0.15767033 0.18119045 0.19321604],[22.7922965  22.37767766 21.83354656 22.57735481 25.94528118 27.66726554]
440,5,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,4,[0.18549819 0.18530446 0.17655447 0.16165507 0.1413853  0.14960251],[39.98546779 39.94370703 38.05758409 34.84591213 30.47661707 32.24789616]
441,3,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,5,[0.18774484 0.19624027 0.19425557 0.16289966 0.14184288 0.11701678],[30.61744291 32.00287908 31.67921406 26.56569    23.13174717 19.08310481]
442,4,15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,4,[0.17406179 0.18712303 0.17106095 0.13773387 0.12633755 0.2036828 ],[58.83273832 63.24742703 57.8184576  46.55393096 42.70198637 68.84461387]
443,4,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,5,[0.21510844 0.17030025 0.18276794 0.15788939 0.137284   0.13664997],[28.74065086 22.75382575 24.41963444 21.09561056 18.34252252 18.25781002]
444,4,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,5,[0.23637696 0.16184831 0.19414928 0.14711611 0.14077699 0.11973236],[46.64914662 31.94086816 38.31548545 29.03345872 27.78242946 23.62925964]
445,3,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,1,[0.14954482 0.14417118 0.14540221 0.15958029 0.18850417 0.21279733],[20.80216086 20.05467019 20.22591126 22.1981273  26.22153119 29.60078663]
446,2,12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,4,[0.30322102 0.17999616 0.13876156 0.13108937 0.11935527 0.12757663],[67.23766948 39.91320277 30.76964825 29.06837931 26.46640389 28.28944782]
447,2,9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,3,[0.18613307 0.16629043 0.15131141 0.13316281 0.14235075 0.22075153],[27.82590004 24.85953131 22.62024678 19.9071286  21.28067677 33.00117416]
448,3,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,1,[0.18690038 0.13721745 0.14253551 0.14616351 0.17280451 0.21437863],[23.93876699 17.57522662 18.25638014 18.72106471 22.1333251  27.45826317]
449,3,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,4,[0.22128294 0.18140528 0.16482316 0.14460761 0.13110294 0.15677807],[40.42656541 33.14124574 30.11182983 26.4186151  23.95142333 28.64205804]
450,3,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,4,[0.18896575 0.18803696 0.16723935 0.15427552 0.14408576 0.15739665],[33.74930093 33.58341921 29.8689631  27.55362303 25.73373013 28.11105677]
451,3,8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,2,[0.15621289 0.19032721 0.11320369 0.18016525 0.18396836 0.17612259],[50.67292496 61.73905677 36.72143839 58.44268238 59.67634819 57.13130687]
452,3,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,1,[0.18405605 0.13603519 0.14709031 0.14679243 0.18169781 0.20432821],[24.38287929 18.02130199 19.48583119 19.44637045 24.0704703  27.06843899]
453,4,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,4,[0.22090249 0.18172085 0.17582933 0.15274477 0.12820867 0.14059389],[36.7027491  30.19275483 29.21388366 25.37840533 21.30175481 23.35954782]
454,2,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,3,[0.29066527 0.15469155 0.14329757 0.13103958 0.13185892 0.14844712],[50.95766689 27.11958069 25.12205821 22.97306173 23.11670351 26.02484534]
455,5,11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,4,[0.24359041 0.16992546 0.17603119 0.12418225 0.10680099 0.17946971],[62.75722712 43.77861363 45.35166038 31.99359771 27.51559006 46.23753938]
456,2,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,2,[0.19529775 0.15693788 0.1470193  0.14830226 0.15567578 0.19676703],[26.39304382 21.20899135 19.8685694  20.04195121 21.03842842 26.59160608]
457,2,9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,2,[0.2445294  0.14245939 0.11665086 0.13309841 0.15747539 0.20578656],[40.3576244  23.51178423 19.2522932  21.96683051 25.99005499 33.96342814]
458,4,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,5,[0.20325255 0.18213945 0.18128437 0.15994881 0.13844636 0.13492845],[32.58983507 29.20452721 29.06742112 25.64644461 22.19870823 21.63464021]
459,0,11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,[0.18993728 0.16935454 0.15078536 0.1486136  0.16120306 0.18010616],[36.08898468 32.17816594 28.64993414 28.23728862 30.62934616 34.22102443]
460,3,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,4,[0.22051954 0.16595585 0.17261322 0.14698563 0.14159886 0.1523269 ],[28.96750429 21.80000399 22.67451686 19.30807043 18.60046245 20.00970059]
461,2,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,2,[0.19810708 0.14405938 0.13310311 0.14963804 0.1882771  0.18681529],[26.729251   19.43696005 17.95870505 20.18965138 25.40295815 25.2057273 ]
462,2,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,4,[0.19971655 0.18567625 0.19625804 0.15510725 0.12789572 0.13534619],[32.37838179 30.10214491 31.81768332 25.14624767 20.73466937 21.9425509 ]
463,2,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,2,[0.24362587 0.14252963 0.11616276 0.14617031 0.14602766 0.20548377],[59.00325257 34.51896109 28.1332227  35.40068836 35.36613982 49.76569406]
464,3,11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,5,[0.18888371 0.18871302 0.17015298 0.16040668 0.15515937 0.13668423],[33.6139393  33.58356325 30.28059974 28.54613672 27.61232139 24.32446562]
465,2,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,4,[0.16350053 0.20456498 0.16277502 0.14645926 0.1444675  0.17823271],[28.73147313 35.94761053 28.60398198 25.7368604  25.3868549  31.32031674]
466,3,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,4,[0.22274766 0.1830327  0.1620634  0.14618302 0.13815304 0.14782017],[31.97220714 26.27169864 23.26185939 20.98246005 19.82987262 21.21744889]
467,3,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,5,[0.23041155 0.18603346 0.23458487 0.14349142 0.1128591  0.0926196 ],[45.53508788 36.76486732 46.35984015 28.35749584 22.3037822  18.30395109]
468,3,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,0,[0.1559388  0.1834185  0.17042336 0.15819322 0.16483162 0.1671945 ],[27.46390186 32.30362064 30.01492055 27.86095039 29.03010392 29.446254  ]
469,2,8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,2,[0.15530879 0.14707839 0.14435036 0.16003597 0.19427042 0.19895607],[25.29744587 23.95683794 23.51248345 26.06743058 31.64370325 32.40692498]
470,2,13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,4,[0.17292108 0.19915736 0.17576604 0.15386818 0.14067142 0.15761592],[32.74462132 37.71276521 33.28334585 29.13673243 26.63777143 29.84641055]
471,3,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,4,[0.23836372 0.16914568 0.15351637 0.14288704 0.13890006 0.15718711],[33.3269433  23.64918875 21.46396883 19.97782366 19.42038182 21.97719521]
472,3,12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,4,[0.27347257 0.18816409 0.14285486 0.13347506 0.11951766 0.14251576],[55.80928349 38.39983987 29.15329802 27.23910318 24.39072856 29.08409503]
473,2,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,[0.24090205 0.18703731 0.17128618 0.14895216 0.13719991 0.1146224 ],[34.59772117 26.86180836 24.59967217 21.39211905 19.70429188 16.4617689 ]
474,3,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,5,[0.16908635 0.20739601 0.16803295 0.15694562 0.15295444 0.14558464],[26.20221134 32.1388101  26.03897219 24.32084084 23.7023551  22.56030365]
475,2,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,1,[0.20511006 0.14139224 0.14435809 0.15077164 0.17384732 0.18452067],[29.07542658 20.04309125 20.46351646 21.37267021 24.64376891 26.1567725 ]
476,2,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,3,[0.19474725 0.16696759 0.16026058 0.15449849 0.16326279 0.1602633 ],[26.66712927 22.86320537 21.94480103 21.15578631 22.35589917 21.94517288]
477,3,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,5,[0.25050648 0.16797201 0.17435091 0.15701532 0.13571692 0.11443836],[44.63894215 29.93173182 31.06841863 27.97930681 24.1840431  20.39231539]
478,2,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,1,[0.17950223 0.14832248 0.15032576 0.1530233  0.18399228 0.18483395],[24.82475654 20.51266597 20.78971525 21.16277912 25.44572038 25.56212147]
479,3,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,2,[0.20431558 0.14949024 0.14751904 0.15089752 0.17266602 0.17511161],[27.75196259 20.30509541 20.03734967 20.49624503 23.45303634 23.78521817]
480,2,10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,1,[0.17050778 0.14672337 0.1722751  0.16438332 0.16245124 0.18365919],[63.24316981 54.42127315 63.89868447 60.97154147 60.25491011 68.12116804]
481,5,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,4,[0.19758989 0.19574493 0.18375991 0.14940889 0.12407616 0.14942022],[32.32116384 32.01937142 30.05889778 24.43986088 20.29600824 24.44171399]
482,2,10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,3,[0.18050181 0.17044686 0.15037565 0.14065892 0.1661849  0.19183186],[40.34295304 38.09562635 33.60962115 31.43789058 37.1430584  42.87526848]
483,2,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,3,[0.17855063 0.15586525 0.13791678 0.13374191 0.16385152 0.2300739 ],[43.53091614 38.00018651 33.62432112 32.6064821  39.94725063 56.09236691]
484,3,10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,4,[0.24742673 0.17560506 0.19389314 0.13080419 0.11857718 0.1336937 ],[57.67078498 40.93042509 45.19305255 30.48813882 27.6382379  31.16163168]
485,2,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,1,[0.17097986 0.1469968  0.14744478 0.14924517 0.1746762  0.21065719],[25.72237881 22.11434304 22.18173795 22.45259099 26.27845977 31.69147611]
486,2,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,2,[0.15279731 0.15170741 0.14951111 0.15838001 0.174597   0.21300717],[22.5085295  22.34797644 22.02444034 23.33091537 25.71983541 31.37802702]
487,3,10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,2,[0.16424873 0.14642908 0.14421898 0.14709348 0.17403793 0.22397181],[26.21988523 23.37524096 23.02243222 23.48130269 27.78258632 35.75379367]
488,4,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,4,[0.30206984 0.17240543 0.14157529 0.13201122 0.12374851 0.12818971],[67.5779465  38.56990361 31.67269935 29.53306166 27.68455952 28.67812774]
489,3,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,5,[0.22902706 0.18027626 0.15819924 0.14390363 0.14762182 0.14097198],[30.0663899  23.6664456  20.76820074 18.89149143 19.37961073 18.5066279 ]
490,3,9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,2,[0.21678236 0.15517607 0.13355474 0.14003664 0.16738447 0.18706572],[31.58765174 22.61091596 19.46044272 20.40492917 24.389818   27.25760071]
491,4,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,5,[0.31612123 0.18151231 0.19032717 0.1269945  0.09852381 0.08652098],[61.46955377 35.29494191 37.00898716 24.69399227 19.15788745 16.82394394]
492,4,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,5,[0.23191549 0.17522602 0.21920556 0.14098279 0.12153878 0.11113137],[42.38211331 32.02222154 40.05939809 25.76433542 22.21097962 20.30904678]
493,3,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,3,[0.32789012 0.15039065 0.12282238 0.11588412 0.12511962 0.15789312],[67.5585255  30.98650972 25.30633961 23.87677925 25.77966296 32.53232023]
494,3,6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,4,[0.33210415 0.11670425 0.1238988  0.11890189 0.11611385 0.19227707],"[102.09242331  35.87615478  38.08783607  36.55173318  35.69465817
  59.10805933]"
495,5,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,5,[0.18628195 0.18456127 0.18760822 0.16719842 0.14147217 0.13287797],[25.77109809 25.53305064 25.95458077 23.13099507 19.57190715 18.38294676]
496,3,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,2,[0.22336534 0.13922837 0.13683502 0.1388142  0.18233347 0.17942359],[31.7961315  19.81920548 19.47851147 19.76024878 25.95523135 25.54100894]
497,2,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,2,[0.30161403 0.15201854 0.12195404 0.14122157 0.14834605 0.13484577],[65.77444219 33.1514247  26.59511263 30.79687684 32.35054766 29.40647436]
498,5,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,5,[0.19249122 0.19039866 0.18831144 0.16330108 0.14425833 0.12123926],[26.49663986 26.20859559 25.92128823 22.47858289 19.85732663 16.68872445]
499,3,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,3,[0.32140666 0.14121249 0.12496047 0.11928509 0.13130295 0.16183233],[64.38693986 28.28889686 25.03315425 23.89621358 26.3037336  32.41964124]
500,3,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,2,[0.20160318 0.14026368 0.1338511  0.14476368 0.17347884 0.20603952],[28.50678068 19.83334808 18.9266054  20.46964922 24.5299861  29.13408062]
501,4,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,5,[0.29529944 0.17629938 0.15332969 0.13707661 0.12645431 0.11154057],[78.2307951  46.70527266 40.62013562 36.31436645 33.50030315 29.54935356]
502,4,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,4,[0.26536411 0.18813498 0.16099209 0.14113984 0.12137777 0.12299122],[70.06063557 49.67083137 42.5046473  37.26331633 32.04579434 32.47177297]
503,4,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,4,[0.22539154 0.18336583 0.17120811 0.15236931 0.13217565 0.13548956],[38.82528895 31.5860621  29.49180949 26.2466917  22.76819139 23.33903664]
504,4,10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,4,[0.22935961 0.17949177 0.16871283 0.15192204 0.13338673 0.13712702],[39.70348982 31.07107592 29.20517707 26.29859446 23.09002341 23.7374889 ]
505,4,10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,4,[0.24498329 0.18591541 0.19515876 0.14279638 0.1146281  0.11651805],[40.75263116 30.92677057 32.46438996 23.75398035 19.06822619 19.38261678]
506,4,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,4,[0.21054609 0.18346512 0.17629128 0.1583926  0.13381258 0.13749232],[33.92884392 29.56483059 28.40878783 25.52447174 21.56347907 22.15645748]
507,3,11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,0,[0.15051267 0.18728102 0.17558468 0.16325219 0.16311345 0.16025599],[24.57227237 30.57496775 28.66545755 26.65208962 26.62943928 26.16293933]
508,3,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,2,[0.28161573 0.14028607 0.11537983 0.11790387 0.1392832  0.20553129],[50.11753982 24.96590813 20.53348757 20.98267729 24.78743438 36.57722733]
509,4,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,4,[0.19087367 0.20343611 0.18480944 0.15132142 0.12841727 0.14114209],[39.67466568 42.28587111 38.41416557 31.45340459 26.69258813 29.33754592]
510,2,12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,4,[0.18205157 0.16771347 0.14984374 0.14491534 0.13856951 0.21690637],[34.4822149  31.76644914 28.38176052 27.44827805 26.24631906 41.08403054]
511,3,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,2,[0.23333102 0.14844893 0.12311775 0.13708702 0.15372001 0.20429528],[37.76430589 24.02625494 19.92643898 22.1873453  24.8793724  33.06490997]
512,3,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,2,[0.16522926 0.16946782 0.13556662 0.1377655  0.14172184 0.25024897],[30.10916727 30.88154535 24.70384442 25.10453914 25.82549028 45.6020216 ]
513,4,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,4,[0.17514324 0.17680469 0.17778709 0.14848131 0.13777281 0.18401087],[29.02009895 29.29539176 29.45816799 24.60238987 22.8280612  30.48940801]
514,4,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,4,[0.19799452 0.16524879 0.17179246 0.14661231 0.13747368 0.18087824],[33.31974059 27.80908645 28.91029654 24.6728241  23.13492062 30.43930688]
515,2,8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,2,[0.25507674 0.15313082 0.11077722 0.13872266 0.13730621 0.20498635],[94.63246122 56.81092837 41.09791176 51.46555821 50.94006181 76.0491233 ]
516,3,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,4,[0.17503104 0.18403145 0.17148128 0.14397235 0.12729225 0.19819162],[37.29189912 39.20951661 36.53559226 30.67457265 27.12073184 42.22646451]
517,0,10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,2,[0.13417761 0.15614907 0.12207204 0.13884198 0.2066536  0.24210571],[34.52308654 40.17620992 31.40839743 35.72320183 53.17072125 62.29233379]
518,3,10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,4,[0.24307893 0.17169266 0.1800152  0.14502978 0.11439319 0.14579024],[38.9742859  27.52850203 28.86290445 23.25348398 18.34133748 23.37541348]
519,2,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,2,[0.29699023 0.16253689 0.12788032 0.13396477 0.13121187 0.14741592],[61.69855411 33.76640039 26.56663497 27.83065585 27.25875165 30.62507954]
520,3,9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,4,[0.19741889 0.17606653 0.16115523 0.1548868  0.15051358 0.15995897],[29.92091953 26.68474359 24.42477853 23.47473265 22.81192412 24.24347366]
521,2,7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,2,[0.18461111 0.15439023 0.14611013 0.15227275 0.17677838 0.1858374 ],[26.15015985 21.8693725  20.69649622 21.56943107 25.04065281 26.3238631 ]
522,2,8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,2,[0.34744794 0.13519091 0.0941012  0.11232937 0.1339801  0.17695048],"[117.49282481  45.71609017  31.82121692  37.98524506  45.30664471
  59.83748584]"
523,2,9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,2,[0.2237692  0.14080907 0.10192372 0.1367121  0.17220787 0.22457804],[58.17455225 36.60693545 26.49769003 35.5418223  44.76985832 58.38483044]
524,2,9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,2,[0.30538426 0.13898291 0.10350608 0.12346432 0.15293679 0.17572563],[63.33135203 28.82262396 21.46535079 25.60433928 31.71641513 36.44242088]
525,2,10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,2,[0.18306532 0.16406992 0.1328661  0.1405136  0.16680067 0.2126844 ],[29.38109799 26.33242814 21.32436551 22.5517524  26.77070068 34.13481762]
