index,true_label,b,g,r,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
188736,1,230,235,241,1,[0.50941055 0.49058945],[12.75470261 12.28345673],0,12.75470261,12.28345673,0.9630531659284955,0.9630531659284955,0.0,0.38432140294436745,0.9610369996273478,0.9811788928418418,0.49058944640095137,0.6681324851831116
189124,1,88,139,132,1,[0.75451381 0.24548619],[18.43725505  5.998686  ],0,18.43725505,5.998686,0.32535678350203456,0.32535678350203456,0.0,3.962747291419433e-06,7.682879249403469e-05,0.49097237450198494,0.2454861872305308,0.5000014259130517
189282,1,219,225,237,1,[0.50454316 0.49545684],[11.98405464 11.76823395],0,11.98405464,11.76823395,0.9819910124356718,0.9819910124356718,0.0,0.446253286149203,0.9916488196409892,0.9909136886252815,0.4954568442915902,0.7011336060181638
190481,1,120,120,120,1,[0.66777295 0.33222705],[12.26676541  6.1028997 ],0,12.26676541,6.1028997,0.49751499238155605,0.49751499238155605,0.0,0.0020996857188367857,0.021704010865765396,0.6644541055727251,0.33222705275914377,0.5007580915130001
191502,1,204,212,225,0,[0.49482289 0.50517711],[10.0526498  10.26300246],1,10.0526498,10.26300246,1.0,1.0,0.9999999952460786,0.5523951080457157,0.992064328550573,0.989645783591019,0.5051771081798789,0.7612786096090868
192063,1,209,205,232,0,[0.46997758 0.53002242],[ 9.1763982  10.34878467],1,9.1763982,10.34878467,1.0,1.0,0.9999999991470389,0.7635761104706412,0.7890425829871645,0.939955160586931,0.5300224196809266,0.8889985402509517
194707,1,93,142,139,1,[0.71325637 0.28674363],[14.92164452  5.99880585],0,14.92164452,5.99880585,0.4020204235235313,0.4020204235235313,0.0,0.0001332915171083915,0.00190816487496713,0.5734872571209619,0.2867436285365809,0.500048073340018
196454,1,220,195,92,0,[0.37542557 0.62457443],[5.67220288 9.43652532],1,5.67220288,9.43652532,1.0,1.0,0.9999999997343479,0.9773419731714525,0.15611516028618777,0.7508511378376077,0.6245744310481027,0.9957805996174179
197130,1,136,182,182,1,[0.61096527 0.38903473],[9.98787671 6.35982285],0,9.98787671,6.35982285,0.6367542405680381,0.6367542405680381,0.0,0.02588025638182756,0.17329076731310747,0.7780694557994391,0.38903472786913423,0.5094561079535429
197915,1,162,197,199,1,[0.55472507 0.44527493],[9.93236127 7.97265489],0,9.93236127,7.97265489,0.8026948147041479,0.8026948147041479,0.0,0.12349882749689811,0.5393352049759028,0.8905498681275388,0.4452749340358443,0.5474002433124634
198731,1,22,27,85,1,[0.79341476 0.20658524],[37.06143367  9.64986489],0,37.06143367,9.64986489,0.26037484074856154,0.26037484074856154,0.0,1.2454481890245006e-12,5.104783768346858e-11,0.413170482850024,0.20658524141430795,0.5000000020520708
199518,1,162,172,233,1,[0.58996664 0.41003336],[12.06656404  8.38639604],0,12.06656404,8.38639604,0.6950111076777569,0.6950111076777569,0.0,0.02459839720368928,0.16653350089320068,0.8200667294403643,0.41003336469573587,0.5089819650995426
200880,1,55,105,102,1,[0.80190837 0.19809163],[27.22999395  6.72649639],0,27.22999395,6.72649639,0.24702526199984612,0.24702526199984612,0.0,1.245787917270036e-09,3.864806815269866e-08,0.39618325232971696,0.1980916261501338,0.5000000000093846
204081,1,162,197,199,1,[0.50611816 0.49388184],[8.01433264 7.82057153],0,8.01433264,7.82057153,0.975823175842646,0.975823175842646,0.0,0.45171070660946466,0.993261186387956,0.9877636701865962,0.4938818350617223,0.7041191525752688
204549,1,166,175,244,1,[0.58185756 0.41814244],[12.36844756  8.88838306],0,12.36844756,8.88838306,0.7186336859305378,0.7186336859305378,0.0,0.029884809781772104,0.19381385509048538,0.8362848835723431,0.41814244176264964,0.5109412549527081
207150,1,24,60,58,1,[0.8300685 0.1699315],[43.65869768  8.93780194],0,43.65869768,8.93780194,0.20471984769920604,0.20471984769920604,0.0,8.881784197001252e-16,4.303286576206704e-14,0.3398629948724359,0.16993149742671163,0.5000000046879044
208607,1,123,162,159,1,[0.60744794 0.39255206],[9.70508298 6.27173135],0,9.70508298,6.27173135,0.646231604848552,0.646231604848552,0.0,0.031269246757905544,0.20071766750406025,0.7851041165735883,0.39255205825549877,0.5114560762893708
211545,1,21,55,54,1,[0.82916024 0.17083976],[44.98460055  9.26860431],0,44.98460055,9.26860431,0.20603949343713715,0.20603949343713715,0.0,2.220446049250313e-16,1.619766361919673e-14,0.3416795130996123,0.1708397565405901,0.5000000050468107
216761,1,131,175,178,1,[0.63676776 0.36323224],[10.76186757  6.13890585],0,10.76186757,6.13890585,0.5704312759378779,0.5704312759378779,0.0,0.009728092554381451,0.07898512833461363,0.7264644874621091,0.3632322437014701,0.5035257809306314
217655,1,13,28,25,1,[0.82371127 0.17628873],[55.30354193 11.83593236],0,55.30354193,11.83593236,0.21401761888537293,0.21401761888537293,0.0,0.0,8.309929097368483e-18,0.35257745120850903,0.17628872559680733,0.5000000078426142
223287,1,22,56,55,1,[0.78681946 0.21318054],[34.6241981   9.38106615],0,34.6241981,9.38106615,0.27093959324733247,0.27093959324733247,0.0,1.0890399693153086e-11,4.1232262507959094e-10,0.42636108702775577,0.2131805435025156,0.5000000012734512
224664,1,247,253,39,0,[0.46535114 0.53464886],[11.7856238  13.54067905],1,11.7856238,13.54067905,1.0,1.0,0.9999999994302173,0.8525892829455284,0.6033225103752834,0.9307022718505199,0.5346488640549978,0.9405923396922837
228333,1,23,57,56,1,[0.82491115 0.17508885],[45.80317339  9.72180476],0,45.80317339,9.72180476,0.21225177297235626,0.21225177297235626,0.0,2.220446049250313e-16,1.1450934190597685e-14,0.3501777068353482,0.17508885340866923,0.500000005178591
229897,1,121,157,153,1,[0.85159717 0.14840283],[35.4849549   6.18375432],0,35.4849549,6.18375432,0.17426411664470615,0.17426411664470615,0.0,1.8829382497642655e-13,8.227773516246376e-12,0.29680565758363053,0.14840282877981595,0.5000000027332301
230397,1,0,128,0,1,[0.79219022 0.20780978],[41.83156283 10.97338424],0,41.83156283,10.97338424,0.2623230761024301,0.2623230761024301,0.0,3.9745984281580604e-14,1.8232520990480903e-12,0.4156195526811344,0.2078097763310984,0.5000000032947376
231874,1,131,175,178,1,[0.61076532 0.38923468],[10.57286603  6.73798259],0,10.57286603,6.73798259,0.6372900753914792,0.6372900753914792,0.0,0.021146999722187365,0.14783307567457202,0.7784693561846612,0.3892346780634469,0.5077083518215973
232348,1,219,206,42,0,[0.43073558 0.56926442],[ 8.17863869 10.80897005],1,8.17863869,10.80897005,1.0,1.0,0.9999999996198198,0.9327883267630047,0.3554309332727426,0.861471162805229,0.5692644185710526,0.9800650472670972
233059,1,111,161,170,1,[0.70602464 0.29397536],[13.94451351  5.80623271],0,13.94451351,5.80623271,0.4163811599034851,0.4163811599034851,0.0,0.0002920536918653571,0.0038504250945700516,0.5879507179659387,0.2939753589576538,0.5001053465868198
234111,1,131,175,178,1,[0.63199001 0.36800999],[11.51746533  6.70666028],0,11.51746533,6.70666028,0.5823034918931852,0.5823034918931852,0.0,0.008075557344408124,0.06774646799410512,0.7360199796309448,0.36800998978803623,0.5029244264892729
235136,1,134,182,184,1,[0.6027896 0.3972104],[10.47620125  6.90333094],0,10.47620125,6.90333094,0.6589536392631867,0.6589536392631867,0.0,0.027308464199635507,0.18070891037362655,0.7944208008170546,0.39721040037975786,0.5099850985346466
235995,1,114,164,163,1,[0.66419356 0.33580644],[12.4708886   6.30509677],0,12.4708886,6.30509677,0.5055852050105246,0.5055852050105246,0.0,0.002095653831716726,0.021668151392992413,0.6716128763328061,0.3358064381397733,0.5007566342643149
236056,1,126,152,149,1,[0.63218526 0.36781474],[10.46229917  6.08712057],0,10.46229917,6.08712057,0.5818148067178799,0.5818148067178799,0.0,0.012429458353176881,0.0964996355530362,0.7356294862012105,0.36781474307039275,0.5045109443678931
236606,1,129,161,158,1,[0.77861852 0.22138148],[22.15316231  6.29871987],0,22.15316231,6.29871987,0.28432599290226,0.28432599290226,0.0,1.3016765409989972e-07,3.1651333251654464e-06,0.44276296593876996,0.22138148295181148,0.5000000448313298
237273,1,23,68,63,1,[0.82809908 0.17190092],[41.29611018  8.57245183],0,41.29611018,8.57245183,0.20758497089500977,0.20758497089500977,0.0,6.217248937900877e-15,2.987654490911367e-13,0.34380184568422434,0.17190092283208588,0.5000000039675552
241530,1,34,83,80,1,[0.8376236 0.1623764],[39.96550372  7.7474593 ],0,39.96550372,7.7474593,0.19385366325131725,0.19385366325131725,0.0,1.021405182655144e-14,4.880557066584165e-13,0.3247528055254123,0.1623764027522268,0.5000000037851949
242565,1,2,2,2,1,[0.73993253 0.26006747],[39.4336001  13.85990783],0,39.4336001,13.85990783,0.3514745748422936,0.3514745748422936,0.0,7.825073922163028e-12,2.999943504693246e-10,0.5201349420813002,0.26006747103126815,0.5000000013915701
