index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
113,3,10.1,0.31,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67,9.7,4,[0.18669526 0.18100105 0.15241205 0.15070992 0.14575657 0.18342514],[26.04648816 25.25207    21.26352134 21.02605196 20.33499323 25.59026332],1,26.04648816,25.25207,21.26352134,21.02605196,20.33499323,25.59026332,1.0,0.8872700096084545,0.12099436983637614,0.737950896210021,0.5939395374563448,0.9950466493585152,0.15070992296697858,0.8734806573303217
114,2,7.8,0.56,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.93,9.5,2,[0.17491432 0.16581453 0.13937775 0.14347161 0.16299226 0.21342954],[25.31145988 23.99465033 20.16904319 20.76145575 23.58624551 30.88491158],0,25.31145988,23.99465033,20.16904319,20.76145575,23.58624551,30.88491158,0.9714657503739127,0.8097498792039466,0.0,0.38021647164259453,0.4584182199157509,0.9959061453618642,0.1393777522376371,0.6660033101981442
115,3,9.4,0.4,0.31,2.2,0.09,13.0,62.0,0.9966,3.07,0.63,10.5,2,[0.27930499 0.1537766  0.13470547 0.14140129 0.14844085 0.14237079],[41.24551776 22.70849338 19.89222233 20.88100738 21.92055268 21.0241742 ],1,41.24551776,22.70849338,19.89222233,20.88100738,21.92055268,21.0241742,1.0,0.8234422754404414,0.04630596964272388,0.8027227815868517,0.6997540395506774,0.993304179085626,0.1414012943745488,0.9122725229876487
116,3,8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,2,[0.23517371 0.1427838  0.1383854  0.13882955 0.16912738 0.17570016],[30.23911436 18.3594316  17.79387676 17.85098699 21.74674374 22.5918843 ],1,30.23911436,18.3594316,17.79387676,17.85098699,21.74674374,22.5918843,1.0,0.8060515486249842,0.004588922432096462,0.6281512947599917,0.6280705300712288,0.9995558459719655,0.13882955428477936,0.8064665757477152
117,3,7.8,0.56,0.12,2.0,0.082,7.0,28.0,0.997,3.37,0.5,9.4,1,[0.19903253 0.12642023 0.13839841 0.14897227 0.17645457 0.21072198],[27.1179498  17.22460937 18.85662242 20.29729814 24.04173002 28.7106242 ],1,27.1179498,17.22460937,18.85662242,20.29729814,24.04173002,28.7106242,1.0,0.875249214998938,0.26751565405496547,0.9627538500899852,0.332186868480524,0.9880218200576533,0.14897227045113384,0.9913949585205725
118,3,8.8,0.55,0.04,2.2,0.119,14.0,56.0,0.9962,3.21,0.6,10.9,3,[0.17251522 0.14483632 0.13950868 0.13216932 0.15947113 0.25149932],[25.19297404 21.1509323  20.37291977 19.30112817 23.28810255 36.72728735],0,25.19297404,21.1509323,20.37291977,19.30112817,23.28810255,36.72728735,0.9473913600481728,0.7614925698022799,0.0,0.34252923398313095,0.5085718276614448,0.992660637842604,0.13216932254922104,0.6467996745568859
119,3,7.0,0.69,0.08,1.8,0.097,22.0,89.0,0.9959,3.34,0.54,9.2,2,[0.27885463 0.10889026 0.10306237 0.12695102 0.16931942 0.2129223 ],[53.35365373 20.83412857 19.71907036 24.28972003 32.3961258  40.73872813],1,53.35365373,20.83412857,19.71907036,24.28972003,32.3961258,40.73872813,1.0,0.7270555517279138,0.13589137167493062,0.9922651011263945,0.33484194667527006,0.9941721115569332,0.12695102137148875,0.9991019638222537
120,2,7.3,1.07,0.09,1.7,0.178,10.0,89.0,0.9962,3.3,0.57,9.0,1,[0.17859399 0.09792536 0.10381902 0.12813462 0.19588454 0.29564246],[51.33812723 28.14934901 29.84352409 36.83321904 56.30841967 84.98455012],1,51.33812723,28.14934901,29.84352409,36.83321904,56.30841967,84.98455012,1.0,0.5792302221489599,0.029808552567470434,0.8447946315272513,0.24167184685014861,0.9941063395041718,0.10381902145882718,0.9362998961474923
121,3,8.8,0.55,0.04,2.2,0.119,14.0,56.0,0.9962,3.21,0.6,10.9,1,[0.1767444  0.13708548 0.14190245 0.14018175 0.16125191 0.24283401],[25.50297498 19.78047104 20.47552667 20.22724089 23.26751821 35.0392413 ],1,25.50297498,19.78047104,20.47552667,20.22724089,23.26751821,35.0392413,1.0,0.8151824250945265,0.02927954496712653,0.705564330785756,0.6277861993758124,0.9969037310658347,0.1401817459069435,0.8537068665356136
122,2,7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,0,[0.12937722 0.13369445 0.15555953 0.16673726 0.21937071 0.19526084],[19.48860759 20.13892993 23.43255342 25.11630019 33.04468691 29.41292126],1,19.48860759,20.13892993,23.43255342,25.11630019,33.04468691,29.41292126,1.0,0.9210804663802663,0.29093558222917393,0.9874608886144804,0.40045698204328406,0.9956827652255285,0.15555952526478825,0.9981986590175888
123,2,8.0,0.71,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53,9.5,1,[0.14812612 0.12922733 0.13567767 0.15387607 0.19585748 0.23723533],[21.56156969 18.81061996 19.7495453  22.39854455 28.50945287 34.53250521],1,21.56156969,18.81061996,19.7495453,22.39854455,28.50945287,34.53250521,1.0,0.7848788918395413,0.05972091291916026,0.7362475649599918,0.46172158277659814,0.9935496640089946,0.13567767044670576,0.8724440644553878
124,2,7.8,0.5,0.17,1.6,0.082,21.0,102.0,0.996,3.39,0.48,9.5,2,[0.28076585 0.1242492  0.10365229 0.12703268 0.14911412 0.21518586],[53.46424814 23.65989288 19.73776969 24.18993242 28.39474351 40.97631564],0,53.46424814,23.65989288,19.73776969,24.18993242,28.39474351,40.97631564,0.8342290385367869,0.5781924116622854,0.0,0.030656703217900372,0.08827155306454747,0.9794030909989374,0.10365228895037903,0.5112281994401187
125,2,9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7,9.4,2,[0.25826613 0.12787777 0.10470959 0.12154595 0.1560357  0.23156486],[57.98136055 28.70886386 23.50755289 27.28735507 35.03038708 51.98686337],0,57.98136055,28.70886386,23.50755289,27.28735507,35.03038708,51.98686337,0.8614815480956219,0.5847800388100067,0.0,0.027565073328067125,0.07804222197845152,0.9831636433764994,0.10470959191886625,0.5100802208422692
126,2,8.2,1.33,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,0,[0.09458909 0.11427749 0.17856129 0.19609839 0.26188689 0.15458685],[20.82551119 25.16027129 39.31351893 43.17463141 57.65916742 34.03511002],1,20.82551119,25.16027129,39.31351893,43.17463141,57.65916742,34.03511002,1.0,1.0,0.5019324615523804,0.9999999907720549,0.03857546764748815,0.9803115985960855,0.17856128676976346,0.9999999999974409
127,2,8.1,1.33,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9,0,[0.08293045 0.10051436 0.16045699 0.17108212 0.23302956 0.25198652],[20.33889808 24.65139626 39.3524746  41.95831566 57.15107877 61.80031922],1,20.33889808,24.65139626,39.3524746,41.95831566,57.15107877,61.80031922,1.0,0.9556210070898983,0.4585847758411259,0.999999994545842,0.039254521577468574,0.982416087558258,0.16045698777136094,0.9999999999988016
128,4,8.0,0.59,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,3,[0.31222538 0.13541346 0.14057952 0.12918253 0.14064601 0.14195309],[51.11836269 22.17024914 23.01605001 21.15010464 23.02693493 23.24093424],1,51.11836269,22.17024914,23.01605001,21.15010464,23.02693493,23.24093424,1.0,0.8183240429999998,0.06262727339059915,0.9145766418710786,0.6999944926079942,0.993769068669438,0.14064600681780776,0.9720563951594906
129,2,6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,1,[0.15477679 0.14346186 0.16453317 0.16288861 0.18149888 0.19284069],[20.91551623 19.38649074 22.2339296  22.01169463 24.52656429 26.05922092],1,20.91551623,19.38649074,22.2339296,22.01169463,24.52656429,26.05922092,1.0,0.9846780630824783,0.42672770856340425,0.9571784460147066,0.46812879511818556,0.9886850674643675,0.16453317166478548,0.9894968241670671
130,2,8.0,0.745,0.56,2.0,0.118,30.0,134.0,0.9968,3.24,0.66,9.4,2,[0.22664415 0.1358001  0.09734965 0.13367388 0.17439653 0.23213568],[56.67664449 33.95937621 24.34411685 33.42767527 43.61114225 58.04990404],0,56.67664449,33.95937621,24.34411685,33.42767527,43.61114225,58.04990404,0.7282623351052955,0.5392434299785377,0.0,0.00018019184640849506,0.0010338969360596953,0.9636757713363742,0.09734965375754438,0.5000649946630303
131,2,5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,3,[0.27950589 0.13531124 0.16672419 0.12917965 0.13238478 0.15689425],[69.13194507 33.46737846 41.23693846 31.95081369 32.74355692 38.80563741],1,69.13194507,33.46737846,41.23693846,31.95081369,32.74355692,38.80563741,1.0,1.0,0.24975369024798744,0.9999445966523183,0.5206801030883269,0.996794876748304,0.16672418670406097,0.9999992768635382
132,2,5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,[0.30261171 0.13716606 0.1707608  0.1287635  0.14064747 0.12005046],[74.19677555 33.63147865 41.86850686 31.57127085 34.48507799 29.43493809],1,74.19677555,33.63147865,41.86850686,31.57127085,34.48507799,29.43493809,1.0,1.0,0.27777163484035017,0.9999965050784995,0.2432635032375735,0.9912869620786801,0.1707607985097905,0.9999999865771636
133,3,6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.9952,3.4,0.58,9.8,0,[0.14547931 0.1456108  0.15436001 0.15228008 0.18193806 0.22033174],[20.05024526 20.06836775 21.27420047 20.98754038 25.0750629  30.36655532],1,20.05024526,20.06836775,21.27420047,20.98754038,25.0750629,30.36655532,1.0,0.8981744539568733,0.0908556561849928,0.8535423760210532,0.7114293445283791,0.9998685079764397,0.15228007597848994,0.941113099492339
134,3,7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,1,[0.12182319 0.11531091 0.1481864  0.16718278 0.21967358 0.22782316],[19.99394764 18.92513446 24.32074799 27.4384847  36.05341552 37.39094623],1,19.99394764,18.92513446,24.32074799,27.4384847,36.05341552,37.39094623,1.0,1.0,0.46103308890920036,0.9998510776937093,0.3295192686984816,0.9934877178307959,0.16718277619086666,0.9999969887502604
135,2,8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,2,[0.23430076 0.1416676  0.12350185 0.13328739 0.16284561 0.2043968 ],[37.03072106 22.39025284 19.5191967  21.06577877 25.73739081 32.30446511],0,37.03072106,22.39025284,19.5191967,21.06577877,25.73739081,32.30446511,0.9265831998041729,0.7045186152510204,0.0,0.21359499681193328,0.35549727312805335,0.9902144666472754,0.12350185226590754,0.5858063113806513
136,2,8.3,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,2,[0.21993374 0.14863477 0.12841158 0.13475707 0.17227735 0.19598549],[32.40154128 21.89748394 18.91812122 19.85296418 25.38060633 28.87338693],0,32.40154128,21.89748394,18.91812122,19.85296418,25.38060633,28.87338693,0.9529116683797435,0.7366526398289294,0.0,0.3079979949884567,0.4098114025906841,0.9936545145337852,0.12841158182289694,0.6297517037216739
137,2,7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,3,[0.17462439 0.15221642 0.15004748 0.14854869 0.18421837 0.19034466],[23.36808134 20.36946673 20.07922065 19.87865345 24.65193871 25.4717533 ],1,23.36808134,20.36946673,20.07922065,19.87865345,24.65193871,25.4717533,1.0,0.882681530021884,0.03585975672580539,0.6691318316713425,0.6480270559110745,0.9985012066383229,0.150047478440497,0.831412541632198
138,2,7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5,2,[0.29326662 0.1233616  0.10871293 0.13719062 0.14507599 0.19239223],[51.46294332 21.64771129 19.0771374  24.07445224 25.45818996 33.76132808],0,51.46294332,21.64771129,19.0771374,24.07445224,25.45818996,33.76132808,0.8812542417789584,0.6098648749295991,0.0,0.07829128232981708,0.16957807358695975,0.9853513330591174,0.10871293489955121,0.529370431655198
139,2,7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,2,[0.29510568 0.12515364 0.10092509 0.13175266 0.1661394  0.18092353],[54.5067656  23.11619388 18.64111904 24.33504963 30.68636743 33.41703353],0,54.5067656,23.11619388,18.64111904,24.33504963,30.68636743,33.41703353,0.8064095298716879,0.5612718521293094,0.0,0.014547214687952281,0.04679479639875997,0.9757714479518002,0.10092508819301178,0.5052851262254064
140,2,8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,2,[0.22790574 0.14826349 0.13197559 0.13931168 0.1624557  0.1900878 ],[35.99137401 23.41409422 20.84187334 22.00040561 25.65536036 30.01908159],0,35.99137401,23.41409422,20.84187334,22.00040561,25.65536036,30.01908159,0.9473404131048954,0.7602066430591127,0.0,0.2849663191718217,0.42671822546002924,0.9926639044432257,0.13197558528466952,0.6186723391256448
141,2,8.3,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,1,[0.19377494 0.12770456 0.13201875 0.15168308 0.18903305 0.20578562],[26.97698757 17.77879092 18.37940516 21.11703602 26.31682939 28.64909204],1,26.97698757,17.77879092,18.37940516,21.11703602,26.31682939,28.64909204,1.0,0.7604931074570916,0.0552527692944673,0.6538041297334312,0.4155916838106275,0.9956858047719207,0.13201875139724864,0.8220559765489233
142,3,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,5,[0.31839187 0.15754065 0.17732186 0.11939513 0.11404278 0.11330771],"[107.14223417  53.01409802  59.67068326  40.17772452  38.37660253
  38.12924554]",1,107.14223417,53.01409802,59.67068326,40.17772452,38.37660253,38.12924554,1.0,0.6779154367502412,0.02968251369249992,0.9324896180026274,0.49472525253937616,0.9992649354915101,0.11939512736848802,0.9799396702564281
143,2,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,1,[0.15802787 0.14622275 0.16382956 0.16338889 0.17817057 0.19036037],[21.51287211 19.90580147 22.3026765  22.24268693 24.25496685 25.91440579],1,21.51287211,19.90580147,22.3026765,22.24268693,24.25496685,25.91440579,1.0,0.9796421353814481,0.39890711751861424,0.9351597856871032,0.5220378764170477,0.9881948843849575,0.16382955923293568,0.9810527453450258
144,3,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,5,[0.25001057 0.16706226 0.20220874 0.13898779 0.13148946 0.11024118],[71.398197   47.70976022 57.74691837 39.6922332  37.55085369 31.48275629],1,71.398197,47.70976022,57.74691837,39.6922332,37.55085369,31.48275629,1.0,0.8071185827831947,0.20567170908719562,0.9997286392102205,0.010508348214640301,0.9787517258654082,0.13898779081030396,0.9999928436263142
145,2,8.1,0.67,0.55,1.8,0.117,32.0,141.0,0.9968,3.17,0.62,9.4,2,[0.23342589 0.15005464 0.11154785 0.1504442  0.14896574 0.20556168],[55.71566527 35.81605327 26.62499403 35.90903768 35.55614771 49.06484852],0,55.71566527,35.81605327,26.62499403,35.90903768,35.55614771,49.06484852,0.7488154860421798,0.627765113740864,0.0,0.0003269402193658566,0.00184522994820802,0.9625821131182458,0.11154785266688198,0.5001179273318611
146,2,5.8,0.68,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,1,[0.25977322 0.11279025 0.11901442 0.13153048 0.15713251 0.21975912],[54.36535801 23.60475136 24.90734713 27.52670887 32.88470428 45.99120389],1,54.36535801,23.60475136,24.90734713,27.52670887,32.88470428,45.99120389,1.0,0.6754618108194775,0.04234623148947726,0.7895634489584155,0.3297783319342531,0.9937758251516248,0.11901442267565149,0.9045247584798151
147,2,7.6,0.49,0.26,1.6,0.236,10.0,88.0,0.9968,3.11,0.8,9.3,2,[0.21450997 0.13181212 0.10673751 0.1397169  0.20471995 0.20250356],[60.98614838 37.47477794 30.34595411 39.72214287 58.20280283 57.57267342],0,60.98614838,37.47477794,30.34595411,39.72214287,58.20280283,57.57267342,0.8097700847694531,0.5974588107839839,0.0,0.0008855942203627176,0.004124132953376503,0.9749253921719195,0.10673750910704946,0.5003195497678068
148,3,6.9,0.49,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,1,[0.16109813 0.14354594 0.16269646 0.16087897 0.17263193 0.19914857],[19.86771558 17.70306037 20.06483292 19.84068729 21.29014254 24.560355  ],1,19.86771558,17.70306037,20.06483292,19.84068729,21.29014254,24.560355,1.0,0.958615990944469,0.31173035942430716,0.9130089873643722,0.5114055709171801,0.9826669707704996,0.1608789679402743,0.9713348644916107
149,3,8.2,0.4,0.44,2.8,0.089,11.0,43.0,0.9975,3.53,0.61,10.5,3,[0.18822502 0.16477313 0.15905263 0.14977367 0.16662235 0.17155319],[24.3610687  21.32580183 20.58542414 19.38449363 21.56513805 22.20331328],0,24.3610687,21.32580183,20.58542414,19.38449363,21.56513805,22.20331328,0.9416611237750451,0.8807870872267266,0.0,0.3842261592125037,0.6448273981637385,0.9907210485881739,0.14977367386196452,0.6680829771888023
150,3,7.3,0.33,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,0,[0.15086594 0.16653866 0.17640205 0.16726875 0.16188561 0.17703898],[19.26504897 21.26640006 22.5259198  21.35962927 20.67222172 22.60725342],1,19.26504897,21.26640006,22.5259198,21.35962927,20.67222172,22.60725342,1.0,1.0,0.6267062146282805,0.9219177320183416,0.6492268303890547,0.988980331920802,0.16726874852438745,0.9753702258245083
151,1,9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,2,[0.22753677 0.1681734  0.12714247 0.15762657 0.15995187 0.15956891],"[151.34810862 111.86203567  84.56994543 104.84671558 106.39341188
 106.1386795 ]",1,151.34810862,111.86203567,84.56994543,104.84671558,106.39341188,106.1386795,1.0,1.0,0.4086978277904815,0.9999999999985966,2.8227767846991795e-08,0.9695159002590559,0.16817340372077638,1.0
152,2,7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,2,[0.27285352 0.12267002 0.11230146 0.13406643 0.14631805 0.21179054],[51.17651534 23.00803765 21.06330671 25.14555277 27.44347212 39.72351839],0,51.17651534,23.00803765,21.06330671,25.14555277,27.44347212,39.72351839,0.9154760188374659,0.6325427644458781,0.0,0.13911110847067099,0.25552421064322,0.9896314418763699,0.11230145795823294,0.5538159743063679
153,2,7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,2,[0.26508608 0.12168856 0.11172578 0.12931817 0.15137091 0.22081052],[49.90594787 22.90947486 21.03385019 24.34584937 28.49756849 41.57049027],0,49.90594787,22.90947486,21.03385019,24.34584937,28.49756849,41.57049027,0.9181288666641165,0.6288923743580633,0.0,0.15985869761449234,0.29060308734266294,0.990037219919853,0.11172577703497949,0.5624954733329145
154,2,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,2,[0.26644183 0.15743592 0.11571227 0.14422742 0.13808944 0.17809312],[59.9673668  35.43369121 26.04305912 32.46088955 31.07942942 40.08295235],0,59.9673668,35.43369121,26.04305912,32.46088955,31.07942942,40.08295235,0.837951648571869,0.6542682295932782,0.0,0.008146867392092139,0.028918547702066276,0.9776228340557811,0.11571227310734937,0.5029503473237448
155,2,7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,2,[0.27312198 0.15921394 0.12238809 0.14742345 0.13395012 0.16390242],[58.1194341  33.88018855 26.04377165 31.3712116  28.50413222 34.87788166],0,58.1194341,33.88018855,26.04377165,31.3712116,28.50413222,34.87788166,0.9136840738765811,0.6972791020347242,0.0,0.08324283294143442,0.1714980782428611,0.9884379715592659,0.12238808904390959,0.5313060889114061
156,2,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,2,[0.25803641 0.14528138 0.11490756 0.13131211 0.1243969  0.22606563],[62.15721642 34.99617093 27.67955917 31.63117619 29.9654023  54.45592073],0,62.15721642,34.99617093,27.67955917,31.63117619,29.9654023,54.45592073,0.923717255385431,0.6491274611281217,0.0,0.10839770043667452,0.2199215047147374,0.9905106631786391,0.11490756149610243,0.5412876985818046
157,2,7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,2,[0.28104062 0.15092579 0.12502146 0.14003487 0.15842381 0.14455346],[61.48269387 33.01773352 27.35069463 30.63514766 34.65806002 31.62367207],0,61.48269387,33.01773352,27.35069463,30.63514766,34.65806002,31.62367207,0.8927880789952494,0.7144258541178217,0.0,0.052608602684605654,0.13966732330509427,0.9849865930876031,0.1250214583878218,0.5194819931992426
158,2,7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,1,[0.17708407 0.11192269 0.14046287 0.14680336 0.19282603 0.23090098],[27.28727193 17.24641233 21.64423162 22.62125182 29.71298563 35.580037  ],1,27.28727193,17.24641233,21.64423162,22.62125182,29.71298563,35.580037,1.0,0.8170843790267017,0.23987724025770207,0.9879013322769087,0.05302321223446437,0.9714598171357471,0.1404628720865528,0.9982890735468853
159,3,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,2,[0.2947235  0.12346997 0.11704617 0.13409131 0.16341546 0.16725359],[52.788376   22.11489478 20.96431837 24.01730002 29.26959232 29.95704668],1,52.788376,22.11489478,20.96431837,24.01730002,29.26959232,29.95704668,1.0,0.7742809099252003,0.09593313603812961,0.9653838619625641,0.3825241616969874,0.9935762012543294,0.13409131319046302,0.9922509923727503
160,2,7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,1,[0.12188839 0.1180442  0.15296831 0.17101607 0.22053335 0.21554969],[18.87454719 18.2792705  23.68730578 26.48202059 34.14982444 33.37809922],1,18.87454719,18.2792705,23.68730578,26.48202059,34.14982444,33.37809922,1.0,0.902966849560652,0.34075907495760915,0.9971208482442613,0.3740303276614063,0.9961558115241896,0.15296830773345496,0.9997840268167593
161,1,7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,1,[0.22306645 0.13997999 0.1443062  0.15447208 0.17458632 0.16358897],[39.93818762 25.06224962 25.8368215  27.65693765 31.25822484 29.28924076],0,39.93818762,25.06224962,25.8368215,27.65693765,31.25822484,29.28924076,0.9700206203394631,0.8138181992461316,0.0,0.35575496357951597,0.47013900782705126,0.9956737897124808,0.13997998756993116,0.6534680145699789
162,3,7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,1,[0.16221849 0.14290876 0.14620125 0.14929898 0.18009963 0.2192729 ],[20.54599294 18.1002947  18.51730864 18.90965606 22.81075214 27.7722931 ],1,20.54599294,18.1002947,18.51730864,18.90965606,22.81075214,27.7722931,1.0,0.8775055905391015,0.08368088232069182,0.7976518729033713,0.6658258283725996,0.9967075151574417,0.14929898016248883,0.9092975872839123
163,2,7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,2,[0.22622712 0.1641056  0.11309718 0.13841489 0.16371369 0.19444151],[61.81084706 44.83771046 30.90094722 37.81837167 44.73063071 53.12623202],0,61.81084706,44.83771046,30.90094722,37.81837167,44.73063071,53.12623202,0.8170882524721592,0.6375962297083059,0.0,0.0009912658020825305,0.004387746865735537,0.9746822909530524,0.11309717896391988,0.5003576933197966
164,2,7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,2,[0.23156031 0.13676518 0.12092217 0.14042735 0.15964671 0.21067827],[61.62799579 36.39900203 32.18250605 37.3736602  42.48874463 56.07040248],0,61.62799579,36.39900203,32.18250605,37.3736602,42.48874463,56.07040248,0.8841590223432795,0.6877785274147837,0.0,0.019943409471129048,0.06125381764476054,0.9841569874354461,0.12092217095128888,0.5072652355442884
165,2,7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,2,[0.28567987 0.13021977 0.10561157 0.13277555 0.15739326 0.18831999],[53.14671565 24.22555419 19.64754493 24.70102074 29.28079903 35.03428219],0,53.14671565,24.22555419,19.64754493,24.70102074,29.28079903,35.03428219,0.8110256126689241,0.5904121999891336,0.0,0.016452920385125802,0.05314676881090484,0.9753917988502209,0.10561156832102218,0.5059831955442455
166,2,6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,2,[0.29678476 0.11765618 0.10853722 0.12888035 0.16428375 0.18385774],[53.90266587 21.36895937 19.71275617 23.40751772 29.8375565  33.39262495],0,53.90266587,21.36895937,19.71275617,23.40751772,29.8375565,33.39262495,0.9224949061746242,0.6087591385247522,0.0,0.17746711960164596,0.2964977092361244,0.9908810470912904,0.10853722249486338,0.5700008643007392
167,1,7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,2,[0.15059424 0.13278132 0.13234631 0.14433941 0.1836261  0.25631262],[23.16447584 20.42448352 20.35757108 22.20235491 28.24545125 39.42612487],1,23.16447584,20.42448352,20.35757108,22.20235491,28.24545125,39.42612487,1.0,0.7655584461058498,0.0035090463982423675,0.5658160801104175,0.5647282979690404,0.9995649964942238,0.13278131741823346,0.769168434808031
168,3,6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,1,[0.1339001  0.12554423 0.15562685 0.15767177 0.19298083 0.23427622],[17.49366156 16.4019903  20.33219768 20.5993613  25.21238841 30.6075111 ],1,17.49366156,16.4019903,20.33219768,20.5993613,25.21238841,30.6075111,1.0,0.9359283346043176,0.29547462981466516,0.9890293496541729,0.38278920976828545,0.991644122422095,0.15767177126732623,0.998514039711331
169,2,7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,2,[0.21329975 0.14487101 0.10939468 0.15767401 0.18357718 0.19118337],"[103.81581664  70.51064199  53.24384311  76.74203137  89.34944971
  93.05148443]",0,103.81581664,70.51064199,53.24384311,76.74203137,89.34944971,93.05148443,0.7551178319550127,0.6141591556892533,0.0,3.17671177141321e-08,3.240792735209002e-07,0.9645236732963447,0.10939468202855036,0.5000000326052677
170,1,7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,1,[0.1231008  0.12263039 0.13959418 0.15902421 0.20726779 0.24838263],[23.02700326 22.93900881 26.112223   29.74676741 38.7711205  46.4619851 ],0,23.02700326,22.93900881,26.112223,29.74676741,38.7711205,46.4619851,0.9961786407895711,0.6988525074574994,0.0,0.48946773643471886,0.43817942934949633,0.9995295876190413,0.12263039033874404,0.7251047224678848
171,3,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,0,[0.15903644 0.16002161 0.16455002 0.16595138 0.17950714 0.1709334 ],[20.05431378 20.17854164 20.74956949 20.92627987 22.63564522 21.55450658],1,20.05431378,20.17854164,20.74956949,20.92627987,22.63564522,21.55450658,1.0,0.9948543871234939,0.3377970283669579,0.8650768901425676,0.8746145987857581,0.9990148375380374,0.1659513847895832,0.9473394292451364
172,3,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,1,[0.15820603 0.15460889 0.15907002 0.16279537 0.17790859 0.1874111 ],[19.66009838 19.21308545 19.76746474 20.23041103 22.10851445 23.28938166],1,19.66009838,19.21308545,19.76746474,20.23041103,22.10851445,23.28938166,1.0,0.9722555756259422,0.2495710633723615,0.863447146285601,0.7966749978165673,0.9964028592061273,0.16279537326319746,0.94646855341394
