index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized
853,2,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,2,"[0.11592708 0.10697477 0.08592582 0.09591936 0.12042959 0.12192805
 0.35289533]","[31.36091825 28.93911551 23.24489443 25.94837503 32.5789495  32.9843191
 95.46623476]"
854,4,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,4,"[0.12755675 0.10384139 0.11426597 0.09670734 0.08196036 0.0837052
 0.39196299]","[ 41.81516669  34.04088575  37.45823265  31.70222981  26.86793281
  27.43991705 128.49180569]"
855,4,7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,4,"[0.13353892 0.14124082 0.14488491 0.12634772 0.10961499 0.11658069
 0.22779195]","[27.50887139 29.09545491 29.84613156 26.02749253 22.58056664 24.01549422
 46.9248912 ]"
856,2,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,2,"[0.11950181 0.12256812 0.09631149 0.10917993 0.13575811 0.1321086
 0.28457192]","[29.97252351 30.74159406 24.1561083  27.38367145 34.04980574 33.13446401
 71.3741407 ]"
857,2,8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,2,"[0.08069684 0.07840565 0.06208072 0.07224117 0.08700115 0.08529168
 0.53428278]","[ 31.63594482  30.73771983  24.33778314  28.32102945  34.10745219
  33.43728079 209.45727675]"
858,4,6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.99725,3.17,0.54,10.0,2,"[0.14892139 0.1558046  0.11965435 0.12311833 0.13479091 0.13522526
 0.18248515]","[25.18494543 26.34900496 20.23543008 20.82124193 22.79525971 22.86871389
 30.86110483]"
859,2,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47,9.4,2,"[0.16033841 0.10410943 0.09462929 0.14119027 0.14606871 0.14680778
 0.20685612]","[58.03385839 37.6820003  34.25070113 51.10326525 52.86899929 53.1364996
 74.8707614 ]"
860,5,8.1,0.27,0.35,1.7,0.03,38.0,103.0,0.99255,3.22,0.63,10.4,4,"[0.14988411 0.15666391 0.14898853 0.13526712 0.12387306 0.13232323
 0.15300003]","[23.85283344 24.9317844  23.71030879 21.52665975 19.71338739 21.05816361
 24.34870758]"
861,4,7.3,0.25,0.42,14.2,0.041,57.0,182.0,0.9996,3.29,0.75,9.1,2,"[0.10936275 0.12874841 0.1053068  0.10699327 0.12540044 0.12026496
 0.30392337]","[29.90641938 35.20763629 28.79727663 29.25846082 34.29209858 32.8877456
 83.1111141 ]"
862,3,4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,1,"[0.11129637 0.07387623 0.07444919 0.0775992  0.09124485 0.08942378
 0.48211037]","[ 43.98582778  29.19688377  29.42332396  30.66825102  36.06119749
  35.34148622 190.53652088]"
863,3,6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,4,"[0.16175858 0.16932109 0.17639919 0.13458326 0.10786801 0.1109384
 0.13913146]","[26.21306011 27.43856749 28.58557811 21.80928567 17.48006502 17.97762435
 22.54632391]"
864,2,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61,9.9,1,"[0.12415783 0.06910262 0.07090751 0.07228769 0.0817942  0.08242652
 0.49932363]","[ 51.61634557  28.72814916  29.47849843  30.05228638  34.00444266
  34.2673185  207.58466328]"
865,3,6.1,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3,12.5,5,"[0.13298799 0.12411337 0.13621829 0.10100912 0.08398921 0.08336565
 0.33831637]","[34.52310963 32.21929537 35.36168107 26.22153296 21.80323725 21.64136294
 87.82547166]"
866,4,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,5,"[0.1079372  0.10337949 0.10964301 0.09439889 0.07901785 0.07663656
 0.42898701]","[ 36.22735315  34.69763029  36.79987933  31.68344002  26.521046
  25.72180517 143.9824607 ]"
867,5,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,3,"[0.10124032 0.09356714 0.08058084 0.07940809 0.08736301 0.09053348
 0.46730712]","[ 38.65984403  35.72974694  30.77077051  30.32294215  33.36062699
  34.57130699 178.4468936 ]"
868,4,7.3,0.28,0.42,14.4,0.04,49.0,173.0,0.9994,3.28,0.82,9.0,3,"[0.10938281 0.12352464 0.10494314 0.10305627 0.11511938 0.11090435
 0.33306941]","[32.38848585 36.57591418 31.07388946 30.51518514 34.08709761 32.83901868
 98.62257182]"
869,3,7.3,0.24,0.29,1.2,0.037,37.0,97.0,0.9926,3.19,0.7,10.1,4,"[0.127661   0.11944194 0.12381118 0.11098611 0.09640055 0.10753486
 0.31416436]","[25.03569801 23.42385097 24.28070697 21.76557107 18.90518671 21.08874455
 61.61101462]"
870,2,6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,2,"[0.10785306 0.0737234  0.06783598 0.0810161  0.126193   0.11284211
 0.43053634]","[ 42.21494631  28.85620181  26.55179441  31.71064964  49.39341509
  44.16772071 168.51695219]"
871,2,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,2,"[0.10727419 0.09034925 0.07254658 0.08116486 0.09719404 0.10586536
 0.44560571]","[ 34.33133531  28.91478976  23.21733823  25.97547553  31.10535198
  33.88046392 142.60876358]"
872,3,6.3,0.26,0.21,4.0,0.03,24.0,125.0,0.9915,3.06,0.34,10.7,4,"[0.10304139 0.09300344 0.09191885 0.082562   0.07595168 0.07744249
 0.47608015]","[ 26.90649868  24.28535751  24.00214614  21.55885353  19.83274672
  20.22203167 124.31557718]"
873,0,10.3,0.17,0.47,1.4,0.037,5.0,33.0,0.9939,2.89,0.28,9.6,0,"[0.06414109 0.07091876 0.09078054 0.09058938 0.10289386 0.0982961
 0.48238028]","[ 31.70903397  35.05966851  44.87861445  44.78411227  50.86700186
  48.59403603 238.47136658]"
874,2,7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.9932,3.35,0.39,10.1,0,"[0.11279765 0.11367237 0.12537793 0.11741213 0.11367716 0.1177139
 0.29934885]","[24.88769207 25.08069052 27.66340729 25.90583066 25.08174748 25.97241323
 66.04837837]"
875,4,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,4,"[0.09401251 0.08917676 0.08086276 0.07516573 0.06759289 0.07576215
 0.5174272 ]","[ 23.40757705  22.20355394  20.13350296  18.71503559  16.82952221
  18.86353512 128.8309015 ]"
876,6,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,5,"[0.13358558 0.13620158 0.13959076 0.10880632 0.09700909 0.09178176
 0.29302491]","[31.88741984 32.51186849 33.32088058 25.97250968 23.15646323 21.90867865
 69.94623416]"
877,3,6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,5,"[0.1274113  0.11575536 0.09141547 0.09950054 0.17088543 0.07789301
 0.3171389 ]","[36.77936923 33.41469103 26.38858062 28.72246791 49.32889198 22.48509928
 91.54736689]"
878,3,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,0.37,8.9,2,"[0.11250531 0.10169377 0.07464259 0.08639208 0.1398108  0.08654632
 0.39840913]","[ 45.61696068  41.23325956  30.26495246  35.02895894  56.68837789
  35.09149944 161.5409379 ]"
879,5,6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,4,"[0.09688103 0.1014034  0.12064319 0.09354098 0.07502834 0.07645427
 0.4360488 ]","[ 30.55799195  31.98442698  38.05299725  29.50447946  23.66526502
  24.11502936 137.53750824]"
880,4,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,4,"[0.11452214 0.1193193  0.10728168 0.09899489 0.08886923 0.10120137
 0.36981138]","[21.68746511 22.59591975 20.31631389 18.74701473 16.82948268 19.16486357
 70.03249561]"
881,3,8.8,0.36,0.44,1.9,0.04,9.0,121.0,0.9953,3.19,0.48,9.9,1,"[0.14543453 0.12455466 0.12530407 0.13301852 0.14138003 0.14073259
 0.1895756 ]","[28.24466579 24.18961139 24.33515386 25.83336786 27.4572469  27.33150909
 36.81725109]"
882,3,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,4,"[0.15338904 0.1456514  0.13958616 0.12061178 0.11519609 0.12481871
 0.20074682]","[25.73556744 24.43734798 23.41972479 20.23620924 19.32756665 20.94204641
 33.6812412 ]"
883,3,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,4,"[0.16596921 0.14669052 0.13782132 0.11947123 0.11391922 0.11739527
 0.19873322]","[28.15309399 24.8828805  23.3784126  20.26571618 19.32393715 19.91357395
 33.71080038]"
884,3,6.8,0.23,0.29,12.2,0.035,38.0,236.0,0.9976,3.35,0.52,9.8,2,"[0.11261709 0.13384497 0.10525201 0.1125489  0.13396246 0.14014657
 0.26162799]","[24.79334198 29.46678911 23.17187334 24.77832951 29.49265593 30.85412437
 57.59900366]"
885,4,6.1,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,5,"[0.1589609  0.16111023 0.17912371 0.14090293 0.11621778 0.11307607
 0.13060838]","[29.65780699 30.05881444 33.41964281 26.28867823 21.68309725 21.0969388
 24.3679945 ]"
886,3,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,4,"[0.08108388 0.07975911 0.07704829 0.06560503 0.05903539 0.06400648
 0.57346182]","[ 23.79068268  23.40198392  22.60660832  19.24906012  17.32147171
  18.78003176 168.25845443]"
887,4,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,4,"[0.13771721 0.1452561  0.14860193 0.12366418 0.10374045 0.11091016
 0.23010998]","[24.77296342 26.12908093 26.73093931 22.24506459 18.66112748 19.95083516
 41.39283892]"
888,3,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,4,"[0.11458347 0.10584548 0.10518698 0.0902793  0.08099363 0.09015954
 0.41295161]","[24.61743384 22.74013893 22.59866604 19.39585773 17.4008985  19.37012754
 88.71968202]"
889,4,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,4,"[0.13806298 0.14155291 0.14877883 0.12489096 0.10354337 0.11143978
 0.23173116]","[24.72527214 25.35027387 26.64434184 22.3663369  18.54326221 19.95740644
 41.50001859]"
890,3,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,2,"[0.08997999 0.06635933 0.06469467 0.06611351 0.07768862 0.07840421
 0.55675968]","[ 38.88964981  28.68072059  27.96125134  28.57447783  33.57728026
  33.88655831 240.63337826]"
891,4,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,5,"[0.14432167 0.1544355  0.1539974  0.13236788 0.11965895 0.11761488
 0.17760372]","[26.02454251 27.84829984 27.76930082 23.86899619 21.57728289 21.2086896
 32.0260679 ]"
892,2,5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,4,"[0.07699119 0.08446153 0.08355364 0.07654247 0.06826244 0.07411371
 0.53607502]","[ 24.94847177  27.36918268  27.07498901  24.80306404  22.11997684
  24.01604359 173.7114547 ]"
893,4,7.0,0.31,0.29,1.4,0.037,33.0,128.0,0.9896,3.12,0.36,12.2,5,"[0.16310961 0.16406708 0.1683915  0.13019036 0.10543889 0.10499931
 0.16380326]","[28.06437302 28.22911443 28.97316619 22.40034123 18.1416429  18.06601015
 28.18372205]"
894,4,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,4,"[0.15164797 0.14893562 0.15347778 0.13129186 0.117726   0.11966418
 0.17725659]","[27.56514432 27.07211916 27.89775095 23.8650015  21.39912821 21.75143266
 32.22004006]"
895,3,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,4,"[0.12119746 0.12330309 0.13037174 0.11686053 0.10946717 0.1150654
 0.28373462]","[24.50010181 24.92575493 26.35468496 23.62339012 22.12882049 23.26050336
 57.35703586]"
896,3,6.8,0.18,0.28,8.7,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,2,"[0.08717685 0.08477477 0.07356801 0.0756031  0.08985428 0.09098762
 0.49803538]","[ 27.21236679  26.46255421  22.96434972  23.59960469  28.04813064
  28.40190354 155.46239347]"
897,3,7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,4,"[0.11080624 0.09778244 0.10707016 0.10078049 0.094062   0.10436312
 0.38513556]","[23.6732486  20.8907726  22.87505181 21.53129233 20.09591874 22.29670484
 82.28245851]"
898,3,6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,4,"[0.07844519 0.08428848 0.09335647 0.08213766 0.07525752 0.07996628
 0.50654839]","[ 21.70373867  23.32042422  25.8293006   22.72534946  20.82179322
  22.12458323 140.14872747]"
899,3,6.8,0.18,0.28,8.5,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,2,"[0.10868526 0.10079616 0.08862068 0.09282373 0.11032766 0.11300172
 0.38574479]","[27.81199969 25.79321913 22.67757736 23.7531172  28.23228321 28.91656111
 98.71011348]"
900,4,6.6,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,4,"[0.13444171 0.11462864 0.10764138 0.09715996 0.09454758 0.10345549
 0.34812523]","[26.0252161  22.18980383 20.83721129 18.80821829 18.30251405 20.02690617
 67.39005604]"
901,3,8.0,0.29,0.29,13.2,0.046,26.0,113.0,0.9983,3.25,0.37,9.7,2,"[0.12314811 0.12742925 0.1115165  0.11693291 0.12877356 0.13448921
 0.25771046]","[24.46582655 25.3163606  22.15497641 23.23105436 25.58343417 26.7189635
 51.19932049]"
902,2,6.1,0.28,0.35,12.8,0.048,63.0,229.0,0.9975,3.08,0.4,8.9,2,"[0.08981643 0.10253631 0.08151031 0.09225208 0.11611599 0.11470795
 0.40306093]","[ 27.10439181  30.9429407   24.5978079   27.83941204  35.04095305
  34.61604056 121.63388758]"
903,3,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,2,"[0.08246954 0.07889611 0.06439759 0.06943406 0.07967513 0.07923417
 0.5458934 ]","[ 27.61670533  26.42006722  21.56492352  23.25149599  26.68093765
  26.53327423 182.80419771]"
904,5,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,0.47,8.8,2,"[0.09742261 0.09909795 0.08160381 0.08433292 0.09327823 0.0967883
 0.44747617]","[ 24.91070701  25.33908713  20.86588154  21.56370709  23.85099804
  24.74851462 114.41848571]"
905,1,8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1,0,"[0.09230676 0.09615479 0.10509983 0.09579903 0.09506828 0.09696263
 0.41860868]","[ 24.92085806  25.95974524  28.3747153   25.86369789  25.66641041
  26.17784356 113.01542581]"
906,1,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61,10.3,0,"[0.09918419 0.09919918 0.10704551 0.10388385 0.11078262 0.11410761
 0.36579703]","[24.58859649 24.59231204 26.53748262 25.75368039 27.46394467 28.28823548
 90.68416291]"
907,5,7.1,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,4,"[0.11154051 0.11909051 0.12574836 0.09533044 0.07799864 0.08320884
 0.3870827 ]","[24.36753412 26.01693449 27.47143246 20.82622479 17.03985851 18.17809896
 84.56345826]"
908,1,8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47,9.8,2,"[0.11538987 0.1227387  0.10186515 0.1065952  0.12326976 0.12488328
 0.30525803]","[23.7433373  25.25547752 20.96040573 21.93369132 25.36475135 25.69675979
 62.81178917]"
909,2,7.5,0.24,0.31,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,2,"[0.08220181 0.10030988 0.07737161 0.0860657  0.10940677 0.10877641
 0.43586782]","[ 24.46067713  29.84906952  23.0233624   25.6104493   32.55601806
  32.36844253 129.7005731 ]"
910,2,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,4,"[0.16423127 0.11905073 0.1145726  0.11435972 0.11249564 0.11694237
 0.25834766]","[29.63843544 21.48480817 20.6766505  20.63823213 20.30182703 21.10431666
 46.62340095]"
911,2,6.2,0.33,0.19,5.6,0.042,22.0,143.0,0.99425,3.15,0.63,9.9,4,"[0.08336164 0.0635304  0.05913921 0.05927709 0.05864226 0.0604588
 0.6155906 ]","[ 29.64888793  22.59559375  21.03379758  21.0828366   20.85704866
  21.50313247 218.94455823]"
912,2,6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63,9.9,4,"[0.09669133 0.07671429 0.07037561 0.07016905 0.07006434 0.0733646
 0.54262077]","[ 28.98765355  22.99862295  21.09831084  21.03638725  21.0049957
  21.99439847 162.67542597]"
913,2,5.8,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,1,"[0.11393915 0.09099891 0.10807618 0.10732584 0.11509639 0.12158201
 0.34298151]","[ 35.34215846  28.22644973  33.52355568  33.29081174  35.70111528
  37.71285331 106.38754381]"
914,1,8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,1,"[0.07234187 0.06651311 0.07004323 0.07171832 0.07420173 0.07449447
 0.57068727]","[ 24.45621456  22.48572004  23.67912548  24.24541379  25.08496706
  25.1839333  192.92908399]"
915,2,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,1,"[0.14038483 0.08901772 0.10446057 0.1032702  0.11717537 0.11513142
 0.3305599 ]","[ 45.72635034  28.99498032  34.02504897  33.63732077  38.16653051
  37.50077291 107.67045056]"
916,4,7.4,0.13,0.39,4.7,0.042,36.0,137.0,0.995,3.36,0.56,10.3,4,"[0.13908043 0.1218998  0.109934   0.10269953 0.09738314 0.10343711
 0.32556599]","[27.88917225 24.44401814 22.04456917 20.59387483 19.52780241 20.74177791
 65.28428264]"
917,3,7.7,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,0.33,11.0,4,"[0.08479221 0.08784048 0.09086977 0.08157296 0.07178987 0.07744803
 0.50568667]","[ 24.27904239  25.15187245  26.01926788  23.35725841  20.55600957
  22.17614233 144.79618863]"
918,3,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,4,"[0.14405284 0.15183673 0.15774496 0.12258429 0.10126374 0.10548919
 0.21702825]","[25.80490659 27.19927392 28.25764561 21.95913863 18.13988145 18.89680653
 38.87735834]"
919,4,8.6,0.18,0.4,1.1,0.04,20.0,107.0,0.9923,2.94,0.32,10.2,0,"[0.109342   0.11403789 0.12411445 0.11569601 0.11368914 0.11573624
 0.30738428]","[25.28652747 26.37250458 28.70281771 26.75596284 26.29185118 26.76526687
 71.08596185]"
920,4,7.0,0.11,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,3,"[0.091882   0.08657932 0.080962   0.0796405  0.08562176 0.08675327
 0.48856115]","[ 30.35379483  28.60202127  26.74630217  26.30973772  28.28568452
  28.65948746 161.39923416]"
921,3,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,2,"[0.14013883 0.11693152 0.09285869 0.1048794  0.14187886 0.13165248
 0.27166022]","[35.95247387 29.99866194 23.82280202 26.9067035  36.39887792 33.77531044
 69.69415311]"
922,3,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,2,"[0.13865538 0.10969076 0.09348224 0.10648121 0.13701105 0.14203713
 0.27264225]","[35.22373355 27.86561987 23.74803963 27.05027174 34.80601246 36.082826
 69.26148859]"
923,3,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.9967,3.17,0.43,10.0,2,"[0.07409137 0.0886718  0.07042365 0.0782861  0.09494224 0.09204393
 0.50154091]","[ 24.0982901   28.84058984  22.90536068  25.46263228  30.88005523
  29.93737814 163.12667418]"
924,5,7.9,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,4,"[0.12469793 0.13792079 0.126818   0.11795645 0.11554944 0.1173344
 0.259723  ]","[23.20177925 25.66207662 23.59624894 21.94743316 21.49957561 21.83169288
 48.32506653]"
925,2,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,4,"[0.09909173 0.08680092 0.09024301 0.08823791 0.08638354 0.09468868
 0.45455421]","[ 23.85338103  20.8947334   21.72331523  21.24064707  20.79426343
  22.79347668 109.42037621]"
926,2,5.4,0.595,0.1,2.8,0.042,26.0,80.0,0.9932,3.36,0.38,9.3,1,"[0.08405406 0.06979313 0.0895135  0.09914046 0.10091276 0.09075648
 0.46582962]","[ 31.2772062   25.97059685  33.30870975  36.8909809   37.55046934
  33.77123203 173.33903252]"
927,4,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5,2,"[0.09301307 0.10153105 0.08503989 0.08721366 0.09739031 0.09740085
 0.43841117]","[ 21.98757626  24.00116267  20.1027785   20.61664046  23.02232375
  23.02481549 103.63704168]"
928,2,6.5,0.25,0.35,12.0,0.055,47.0,179.0,0.998,3.58,0.47,10.0,0,"[0.0921639  0.11315537 0.09459376 0.09431055 0.10592419 0.10626673
 0.3935855 ]","[ 25.0336179   30.73533328  25.69361614  25.61669118  28.77119642
  28.86423669 106.9059423 ]"
929,2,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,2,"[0.1267289  0.11937088 0.09291729 0.10243022 0.12817467 0.12473603
 0.30564201]","[32.53195776 30.6431143  23.85234441 26.29436032 32.90309384 32.0203767
 78.45986781]"
930,4,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,3,"[0.14635875 0.12991973 0.14017247 0.12041881 0.12747845 0.13421485
 0.20143694]","[30.38168452 26.96921385 29.09751367 24.99697805 26.46244362 27.8608098
 41.81501642]"
931,2,6.4,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38,8.9,2,"[0.07237234 0.08681349 0.06844427 0.07737848 0.09705352 0.09148972
 0.50644818]","[ 26.77402425  32.11650662  25.32084362  28.62604038  35.90478544
  33.84646903 187.35965501]"
932,3,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,3.18,0.41,10.0,2,"[0.09377228 0.11007733 0.08985425 0.10249809 0.12812995 0.11967612
 0.35599198]","[26.18548431 30.73859598 25.09139357 28.62212819 35.77970791 33.41901469
 99.40914736]"
933,2,5.9,0.29,0.33,7.4,0.037,58.0,205.0,0.99495,3.26,0.41,9.6,2,"[0.13019159 0.12257474 0.10062219 0.10722816 0.11756415 0.11700031
 0.30481886]","[27.62884248 26.0124206  21.35372033 22.75561738 24.94908779 24.82943232
 64.68768393]"
934,2,6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38,8.9,2,"[0.06362411 0.07696679 0.0608024  0.06905509 0.08708804 0.08241438
 0.56004921]","[ 26.80571016  32.42716508  25.61688656  29.09385886  36.69138631
  34.72230952 235.95642884]"
935,2,6.1,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,0.4,8.9,2,"[0.11087531 0.09634096 0.08229295 0.0905724  0.11093218 0.11106977
 0.39791642]","[ 31.71086128  27.55396877  23.53617152  25.90413236  31.72712468
  31.76647795 113.80596709]"
936,2,6.4,0.43,0.32,1.4,0.048,10.0,67.0,0.992,3.08,0.41,11.4,5,"[0.09180377 0.09175943 0.10771426 0.0999495  0.0923525  0.08860341
 0.42781713]","[ 23.93940301  23.92784004  28.0883353   26.06354024  24.08249254
  23.10485445 111.56062999]"
937,2,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,2,"[0.13035219 0.11157791 0.09164629 0.10192596 0.127494   0.13321582
 0.30378783]","[33.66672015 28.81779333 23.66995127 26.32493346 32.92852074 34.40632449
 78.46082252]"
938,3,6.2,0.35,0.29,7.3,0.044,56.0,244.0,0.9956,3.36,0.55,10.0,2,"[0.08896885 0.08565233 0.07254611 0.07845999 0.09216867 0.09166364
 0.4905404 ]","[ 29.39858296  28.3026843   23.97190603  25.92606996  30.45592199
  30.28904114 162.09260598]"
939,4,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,2,"[0.07776456 0.08936764 0.06791053 0.0733416  0.09060134 0.09597567
 0.50503865]","[ 25.28678304  29.05976864  22.08253616  23.8485623   29.46093041
  31.20850785 164.22393668]"
940,2,6.2,0.34,0.28,7.5,0.034,40.0,197.0,0.99485,3.14,0.6,9.7,2,"[0.09202401 0.07195546 0.0626203  0.06526037 0.06855418 0.07149514
 0.56809055]","[ 29.96772924  23.43238209  20.39237629  21.25211973  22.32475043
  23.28247871 184.99937334]"
941,3,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5,2,"[0.1213268  0.12711463 0.10045933 0.11131203 0.13641112 0.13614218
 0.26723391]","[27.11301511 28.40642528 22.44974201 24.87500314 30.48392087 30.423822
 59.71901295]"
942,4,5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,1,"[0.07697429 0.07448617 0.08474069 0.08146697 0.07733189 0.07581414
 0.52918585]","[ 27.49606085  26.60728011  30.2703061   29.10089679  27.62379963
  27.08164517 189.03100502]"
943,4,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,5,"[0.14221406 0.13735764 0.14759292 0.12570598 0.10674167 0.10177686
 0.23861088]","[28.59699005 27.62044161 29.67859323 25.27747666 21.46405562 20.46571082
 47.9808622 ]"
944,4,6.5,0.18,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44,8.7,2,"[0.09352352 0.08040101 0.07361008 0.07447806 0.08064965 0.08804262
 0.50929505]","[ 27.42295194  23.57517221  21.58393648  21.83844464  23.64807737
  25.8158428  149.33540942]"
945,4,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,3,"[0.12361173 0.10306102 0.10637598 0.09877262 0.09885645 0.10494644
 0.36437577]","[28.78664929 24.00080957 24.77279582 23.00212911 23.02164988 24.43988452
 84.85568277]"
946,2,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,0.43,9.6,2,"[0.10418458 0.07963068 0.07177761 0.08661939 0.11436825 0.11182394
 0.43159555]","[ 64.29976425  49.14579738  44.29910261  53.45902858  70.58484061
  69.01455982 266.36852211]"
947,2,8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,0,"[0.10796117 0.11252399 0.11241857 0.10934731 0.10933458 0.11197115
 0.33644323]","[24.47875668 25.51331707 25.48941464 24.7930473  24.79015998 25.38796622
 76.28402129]"
948,1,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,1,"[0.06733181 0.0603846  0.08536798 0.10246466 0.10031428 0.08657113
 0.49756555]","[ 28.03342923  25.14097504  35.54274159  42.66090118  41.76559865
  36.04366947 207.16015739]"
